Year,Sex,CAUSE_OF_DEATH,UNIT_MEASURE,Value
2006,Both sexes,diseases_of_the_blood,Number,20
2006,Both sexes,endocrine_metabolic_and_nutritional,Number,1537
2006,Both sexes,mental_and_behavioural_disorders,Number,118
2006,Both sexes,diseases_of_the_nervous,Number,298
2006,Both sexes,diseases_of_the_eye,Number,1
2006,Both sexes,diseases_of_the_circulatory,Number,16967
2006,Both sexes,diseases_of_the_respiratory,Number,1132
2006,Both sexes,diseases_of_the_digestive,Number,826
2006,Both sexes,diseases_of_the_skin,Number,11
2006,Both sexes,diseases_of_the_musculoskeletal,Number,16
2006,Both sexes,diseases_of_the_genitourinary,Number,547
2006,Both sexes,pregnancy_childbirth_and_the,Number,3
2006,Both sexes,certain_conditions_originating,Number,185
2006,Both sexes,congenital_malformations_deformations,Number,56
2006,Both sexes,symptoms_signs_and_abnormal,Number,2744
2006,Both sexes,injuries_poisoning_and_consequences,Number,1017
2006,Both sexes,external_causes_of_mortality,Number,212
2006,Both sexes,factors_influencing_health_status,Number,1
2006,Both sexes,unknown,Number,1041
2006,Both sexes,total,Number,33221
2006,M,infectious_and_parasitic,Number,147
2006,M,neoplasms,Number,3697
2006,M,diseases_of_the_blood,Number,9
2006,M,endocrine_metabolic_and_nutritional,Number,598
2006,M,mental_and_behavioural_disorders,Number,88
2006,M,diseases_of_the_nervous,Number,174
2006,M,diseases_of_the_circulatory,Number,7941
2006,M,diseases_of_the_respiratory,Number,677
2006,M,diseases_of_the_digestive,Number,493
2006,M,diseases_of_the_skin,Number,6
2006,M,diseases_of_the_musculoskeletal,Number,3
2006,M,diseases_of_the_genitourinary,Number,293
2006,M,certain_conditions_originating,Number,118
2006,M,congenital_malformations_deformations,Number,32
2006,M,symptoms_signs_and_abnormal,Number,1527
2006,M,injuries_poisoning_and_consequences,Number,775
2006,M,external_causes_of_mortality,Number,152
2006,M,unknown,Number,578
2006,M,total,Number,17308
2006,F,infectious_and_parasitic,Number,90
2006,F,neoplasms,Number,2555
2006,F,diseases_of_the_blood,Number,11
2006,F,endocrine_metabolic_and_nutritional,Number,939
2006,F,mental_and_behavioural_disorders,Number,30
2006,F,diseases_of_the_nervous,Number,124
2006,F,diseases_of_the_eye,Number,1
2006,F,diseases_of_the_circulatory,Number,9026
2006,F,diseases_of_the_respiratory,Number,455
2006,F,diseases_of_the_digestive,Number,333
2006,F,diseases_of_the_skin,Number,5
2006,F,diseases_of_the_musculoskeletal,Number,13
2006,F,diseases_of_the_genitourinary,Number,254
2006,F,pregnancy_childbirth_and_the,Number,3
2006,F,certain_conditions_originating,Number,67
2006,F,congenital_malformations_deformations,Number,24
2006,F,symptoms_signs_and_abnormal,Number,1217
2006,F,injuries_poisoning_and_consequences,Number,242
2006,F,external_causes_of_mortality,Number,60
2006,F,factors_influencing_health_status,Number,1
2006,F,unknown,Number,463
2006,F,total,Number,15913
2007,Both sexes,infectious_and_parasitic,Number,250
2007,Both sexes,neoplasms,Number,6713
2007,Both sexes,diseases_of_the_blood,Number,54
2007,Both sexes,endocrine_metabolic_and_nutritional,Number,1582
2007,Both sexes,mental_and_behavioural_disorders,Number,162
2007,Both sexes,diseases_of_the_nervous,Number,317
2007,Both sexes,diseases_of_the_eye,Number,1
2007,Both sexes,diseases_of_the_circulatory,Number,18516
2007,Both sexes,diseases_of_the_respiratory,Number,1145
2007,Both sexes,diseases_of_the_digestive,Number,924
2007,Both sexes,diseases_of_the_skin,Number,10
2007,Both sexes,diseases_of_the_musculoskeletal,Number,32
2007,Both sexes,diseases_of_the_genitourinary,Number,558
2007,Both sexes,pregnancy_childbirth_and_the,Number,1
2007,Both sexes,certain_conditions_originating,Number,133
2007,Both sexes,congenital_malformations_deformations,Number,54
2007,Both sexes,symptoms_signs_and_abnormal,Number,2219
2007,Both sexes,injuries_poisoning_and_consequences,Number,1030
2007,Both sexes,external_causes_of_mortality,Number,267
2007,Both sexes,unknown,Number,1076
2007,Both sexes,total,Number,35044
2007,M,infectious_and_parasitic,Number,164
2007,M,neoplasms,Number,3983
2007,M,diseases_of_the_blood,Number,22
2007,M,endocrine_metabolic_and_nutritional,Number,609
2007,M,mental_and_behavioural_disorders,Number,113
2007,M,diseases_of_the_nervous,Number,161
2007,M,diseases_of_the_eye,Number,1
2007,M,diseases_of_the_circulatory,Number,8697
2007,M,diseases_of_the_respiratory,Number,664
2007,M,diseases_of_the_digestive,Number,570
2007,M,diseases_of_the_skin,Number,4
2007,M,diseases_of_the_musculoskeletal,Number,9
2007,M,diseases_of_the_genitourinary,Number,320
2007,M,certain_conditions_originating,Number,79
2007,M,congenital_malformations_deformations,Number,28
2007,M,symptoms_signs_and_abnormal,Number,1143
2007,M,injuries_poisoning_and_consequences,Number,766
2007,M,external_causes_of_mortality,Number,199
2007,M,unknown,Number,622
2007,M,total,Number,18154
2007,F,infectious_and_parasitic,Number,86
2007,F,neoplasms,Number,2730
2007,F,diseases_of_the_blood,Number,32
2007,F,endocrine_metabolic_and_nutritional,Number,973
2007,F,mental_and_behavioural_disorders,Number,49
2007,F,diseases_of_the_nervous,Number,156
2007,F,diseases_of_the_circulatory,Number,9819
2007,F,diseases_of_the_respiratory,Number,481
2007,F,diseases_of_the_digestive,Number,354
2007,F,diseases_of_the_skin,Number,6
2007,F,diseases_of_the_musculoskeletal,Number,23
2007,F,diseases_of_the_genitourinary,Number,238
2007,F,pregnancy_childbirth_and_the,Number,1
2007,F,certain_conditions_originating,Number,54
2007,F,congenital_malformations_deformations,Number,26
2007,F,symptoms_signs_and_abnormal,Number,1076
2007,F,injuries_poisoning_and_consequences,Number,264
2007,F,external_causes_of_mortality,Number,68
2007,F,unknown,Number,454
2007,F,total,Number,16890
2008,Both sexes,infectious_and_parasitic,Number,275
2008,Both sexes,neoplasms,Number,6734
2008,Both sexes,diseases_of_the_blood,Number,37
2008,Both sexes,endocrine_metabolic_and_nutritional,Number,1563
2008,Both sexes,mental_and_behavioural_disorders,Number,169
2008,Both sexes,diseases_of_the_nervous,Number,287
2008,Both sexes,diseases_of_the_eye,Number,1
2008,Both sexes,diseases_of_the_circulatory,Number,17988
2008,Both sexes,diseases_of_the_respiratory,Number,1035
2008,Both sexes,diseases_of_the_digestive,Number,846
2008,Both sexes,diseases_of_the_skin,Number,10
2008,Both sexes,diseases_of_the_musculoskeletal,Number,40
2008,Both sexes,diseases_of_the_genitourinary,Number,571
2008,Both sexes,pregnancy_childbirth_and_the,Number,4
2008,Both sexes,certain_conditions_originating,Number,136
2008,Both sexes,congenital_malformations_deformations,Number,61
2008,Both sexes,symptoms_signs_and_abnormal,Number,2028
2008,Both sexes,injuries_poisoning_and_consequences,Number,1200
2008,Both sexes,external_causes_of_mortality,Number,2
2008,Both sexes,unknown,Number,1039
2008,Both sexes,total,Number,34026
2008,M,infectious_and_parasitic,Number,170
2008,M,neoplasms,Number,4053
2008,M,diseases_of_the_blood,Number,16
2008,M,endocrine_metabolic_and_nutritional,Number,618
2008,M,mental_and_behavioural_disorders,Number,127
2008,M,diseases_of_the_nervous,Number,167
2008,M,diseases_of_the_circulatory,Number,8385
2008,M,diseases_of_the_respiratory,Number,627
2008,M,diseases_of_the_digestive,Number,512
2008,M,diseases_of_the_skin,Number,3
2008,M,diseases_of_the_musculoskeletal,Number,14
2008,M,diseases_of_the_genitourinary,Number,306
2008,M,certain_conditions_originating,Number,75
2008,M,congenital_malformations_deformations,Number,32
2008,M,symptoms_signs_and_abnormal,Number,1052
2008,M,injuries_poisoning_and_consequences,Number,942
2008,M,external_causes_of_mortality,Number,2
2008,M,unknown,Number,586
2008,M,total,Number,17687
2008,F,infectious_and_parasitic,Number,105
2008,F,neoplasms,Number,2681
2008,F,diseases_of_the_blood,Number,21
2008,F,endocrine_metabolic_and_nutritional,Number,945
2008,F,mental_and_behavioural_disorders,Number,42
2008,F,diseases_of_the_nervous,Number,120
2008,F,diseases_of_the_eye,Number,1
2008,F,diseases_of_the_circulatory,Number,9603
2008,F,diseases_of_the_respiratory,Number,408
2008,F,diseases_of_the_digestive,Number,334
2008,F,diseases_of_the_skin,Number,7
2008,F,diseases_of_the_musculoskeletal,Number,26
2008,F,diseases_of_the_genitourinary,Number,265
2008,F,pregnancy_childbirth_and_the,Number,4
2008,F,certain_conditions_originating,Number,61
2008,F,congenital_malformations_deformations,Number,29
2008,F,symptoms_signs_and_abnormal,Number,976
2008,F,injuries_poisoning_and_consequences,Number,258
2008,F,unknown,Number,453
2008,F,total,Number,16339
2009,Both sexes,infectious_and_parasitic,Number,287
2009,Both sexes,neoplasms,Number,6970
2009,Both sexes,diseases_of_the_blood,Number,41
2009,Both sexes,endocrine_metabolic_and_nutritional,Number,1999
2009,Both sexes,mental_and_behavioural_disorders,Number,191
2009,Both sexes,diseases_of_the_nervous,Number,319
2009,Both sexes,diseases_of_the_circulatory,Number,18295
2009,Both sexes,diseases_of_the_respiratory,Number,1133
2009,Both sexes,diseases_of_the_digestive,Number,936
2009,Both sexes,diseases_of_the_skin,Number,9
2009,Both sexes,diseases_of_the_musculoskeletal,Number,35
2009,Both sexes,diseases_of_the_genitourinary,Number,588
2009,Both sexes,pregnancy_childbirth_and_the,Number,1
2009,Both sexes,certain_conditions_originating,Number,144
2009,Both sexes,congenital_malformations_deformations,Number,61
2009,Both sexes,symptoms_signs_and_abnormal,Number,1985
2009,Both sexes,injuries_poisoning_and_consequences,Number,1256
2009,Both sexes,external_causes_of_mortality,Number,2
2009,Both sexes,factors_influencing_health_status,Number,2
2009,Both sexes,unknown,Number,650
2009,Both sexes,total,Number,34904
2009,M,infectious_and_parasitic,Number,180
2009,M,neoplasms,Number,4118
2009,M,diseases_of_the_blood,Number,17
2009,M,endocrine_metabolic_and_nutritional,Number,766
2009,M,mental_and_behavioural_disorders,Number,127
2009,M,diseases_of_the_nervous,Number,167
2009,M,diseases_of_the_circulatory,Number,8586
2009,M,diseases_of_the_respiratory,Number,644
2009,M,diseases_of_the_digestive,Number,559
2009,M,diseases_of_the_skin,Number,4
2009,M,diseases_of_the_musculoskeletal,Number,8
2009,M,diseases_of_the_genitourinary,Number,299
2009,M,certain_conditions_originating,Number,76
2009,M,congenital_malformations_deformations,Number,31
2009,M,symptoms_signs_and_abnormal,Number,1012
2009,M,injuries_poisoning_and_consequences,Number,941
2009,M,external_causes_of_mortality,Number,2
2009,M,factors_influencing_health_status,Number,1
2009,M,unknown,Number,346
2009,M,total,Number,17884
2009,F,infectious_and_parasitic,Number,107
2009,F,neoplasms,Number,2852
2009,F,diseases_of_the_blood,Number,24
2009,F,endocrine_metabolic_and_nutritional,Number,1233
2009,F,mental_and_behavioural_disorders,Number,64
2009,F,diseases_of_the_nervous,Number,152
2009,F,diseases_of_the_circulatory,Number,9709
2009,F,diseases_of_the_respiratory,Number,489
2009,F,diseases_of_the_digestive,Number,377
2009,F,diseases_of_the_skin,Number,5
2009,F,diseases_of_the_musculoskeletal,Number,27
2009,F,diseases_of_the_genitourinary,Number,289
2009,F,pregnancy_childbirth_and_the,Number,1
2009,F,certain_conditions_originating,Number,68
2009,F,congenital_malformations_deformations,Number,30
2009,F,symptoms_signs_and_abnormal,Number,973
2009,F,injuries_poisoning_and_consequences,Number,315
2009,F,factors_influencing_health_status,Number,1
2009,F,unknown,Number,304
2009,F,total,Number,17020
2010,Both sexes,infectious_and_parasitic,Number,285
2010,Both sexes,neoplasms,Number,6973
2010,Both sexes,diseases_of_the_blood,Number,45
2010,Both sexes,endocrine_metabolic_and_nutritional,Number,1903
2010,Both sexes,mental_and_behavioural_disorders,Number,171
2010,Both sexes,diseases_of_the_nervous,Number,350
2010,Both sexes,diseases_of_the_eye,Number,2
2010,Both sexes,diseases_of_the_circulatory,Number,18805
2010,Both sexes,diseases_of_the_respiratory,Number,1145
2010,Both sexes,diseases_of_the_digestive,Number,918
2010,Both sexes,diseases_of_the_skin,Number,14
2010,Both sexes,diseases_of_the_musculoskeletal,Number,42
2010,Both sexes,diseases_of_the_genitourinary,Number,577
2010,Both sexes,pregnancy_childbirth_and_the,Number,1
2010,Both sexes,certain_conditions_originating,Number,138
2010,Both sexes,congenital_malformations_deformations,Number,63
2010,Both sexes,symptoms_signs_and_abnormal,Number,1916
2010,Both sexes,injuries_poisoning_and_consequences,Number,1117
2010,Both sexes,external_causes_of_mortality,Number,15
2010,Both sexes,unknown,Number,638
2010,Both sexes,total,Number,35118
2010,M,infectious_and_parasitic,Number,183
2010,M,neoplasms,Number,4059
2010,M,diseases_of_the_blood,Number,17
2010,M,endocrine_metabolic_and_nutritional,Number,729
2010,M,mental_and_behavioural_disorders,Number,118
2010,M,diseases_of_the_nervous,Number,178
2010,M,diseases_of_the_eye,Number,1
2010,M,diseases_of_the_circulatory,Number,8699
2010,M,diseases_of_the_respiratory,Number,681
2010,M,diseases_of_the_digestive,Number,544
2010,M,diseases_of_the_skin,Number,5
2010,M,diseases_of_the_musculoskeletal,Number,16
2010,M,diseases_of_the_genitourinary,Number,296
2010,M,certain_conditions_originating,Number,76
2010,M,congenital_malformations_deformations,Number,37
2010,M,symptoms_signs_and_abnormal,Number,1008
2010,M,injuries_poisoning_and_consequences,Number,878
2010,M,external_causes_of_mortality,Number,11
2010,M,unknown,Number,364
2010,M,total,Number,17900
2010,F,infectious_and_parasitic,Number,102
2010,F,neoplasms,Number,2914
2010,F,diseases_of_the_blood,Number,28
2010,F,endocrine_metabolic_and_nutritional,Number,1174
2010,F,mental_and_behavioural_disorders,Number,53
2010,F,diseases_of_the_nervous,Number,172
2010,F,diseases_of_the_eye,Number,1
2010,F,diseases_of_the_circulatory,Number,10106
2010,F,diseases_of_the_respiratory,Number,464
2010,F,diseases_of_the_digestive,Number,374
2010,F,diseases_of_the_skin,Number,9
2010,F,diseases_of_the_musculoskeletal,Number,26
2010,F,diseases_of_the_genitourinary,Number,281
2010,F,pregnancy_childbirth_and_the,Number,1
2010,F,certain_conditions_originating,Number,62
2010,F,congenital_malformations_deformations,Number,26
2010,F,symptoms_signs_and_abnormal,Number,908
2010,F,injuries_poisoning_and_consequences,Number,239
2010,F,external_causes_of_mortality,Number,4
2010,F,unknown,Number,274
2010,F,total,Number,17218
2011,Both sexes,infectious_and_parasitic,Number,298
2011,Both sexes,neoplasms,Number,7214
2011,Both sexes,diseases_of_the_blood,Number,59
2011,Both sexes,endocrine_metabolic_and_nutritional,Number,1940
2011,Both sexes,mental_and_behavioural_disorders,Number,161
2011,Both sexes,diseases_of_the_nervous,Number,410
2011,Both sexes,diseases_of_the_circulatory,Number,18468
2011,Both sexes,diseases_of_the_respiratory,Number,1281
2011,Both sexes,diseases_of_the_digestive,Number,874
2011,Both sexes,diseases_of_the_skin,Number,12
2011,Both sexes,diseases_of_the_musculoskeletal,Number,45
2011,Both sexes,diseases_of_the_genitourinary,Number,551
2011,Both sexes,pregnancy_childbirth_and_the,Number,2
2011,Both sexes,certain_conditions_originating,Number,118
2011,Both sexes,congenital_malformations_deformations,Number,58
2011,Both sexes,symptoms_signs_and_abnormal,Number,1665
2011,Both sexes,injuries_poisoning_and_consequences,Number,1162
2011,Both sexes,external_causes_of_mortality,Number,14
