Year,Municipality,AGE,UNIT_MEASURE,SEX,Value
2013,Kreševo,Total,NUMBER,M,1268
2013,Kreševo,Total,NUMBER,F,1180
2013,Kreševo,Total,NUMBER,_T,3906
2013,Krupa Na Uni,Total,NUMBER,M,1982
2013,Krupa Na Uni,Total,NUMBER,F,1924
2013,Krupa Na Uni,Total,NUMBER,_T,1748
2013,Kupres - FBiH,Total,NUMBER,M,897
2013,Kupres - FBiH,Total,NUMBER,F,851
2013,Kupres - FBiH,Total,NUMBER,_T,78
2013,Kupres - RS,Total,NUMBER,M,43
2013,Kupres - RS,Total,NUMBER,F,35
2013,Kupres - RS,Total,NUMBER,_T,101
2013,Laktaši,Total,NUMBER,M,53
2013,Laktaši,Total,NUMBER,F,48
2013,Laktaši,Total,NUMBER,_T,6798
2013,Livno,Total,NUMBER,M,3296
2013,Livno,Total,NUMBER,F,3502
2013,Livno,Total,NUMBER,_T,1044
2013,Lopare,Total,NUMBER,M,530
2013,Lopare,Total,NUMBER,F,514
2013,Lopare,Total,NUMBER,_T,526
2013,Lukavac,Total,NUMBER,M,269
2013,Lukavac,Total,NUMBER,F,257
2013,Lukavac,Total,NUMBER,_T,580
2013,Ljubinje,Total,NUMBER,M,291
2013,Ljubinje,Total,NUMBER,F,289
2013,Ljubinje,Total,NUMBER,_T,2617
2013,Ljubuški,Total,NUMBER,M,1304
2013,Ljubuški,Total,NUMBER,F,1313
2013,Ljubuški,Total,NUMBER,_T,2759
2013,Maglaj,Total,NUMBER,M,1386
2013,Maglaj,Total,NUMBER,F,1373
2013,Maglaj,Total,NUMBER,_T,627
2013,Milići,Total,NUMBER,M,316
2013,Milići,Total,NUMBER,F,311
2013,Milići,Total,NUMBER,_T,1727
2013,Modriča,Total,NUMBER,M,863
2013,Modriča,Total,NUMBER,F,864
2013,Modriča,Total,NUMBER,_T,797
2013,Mostar,Total,NUMBER,M,428
2013,Mostar,Total,NUMBER,F,369
2013,Mostar,Total,NUMBER,_T,1761
2013,Mrkonjić Grad,Total,NUMBER,M,831
2013,Mrkonjić Grad,Total,NUMBER,F,930
2013,Mrkonjić Grad,Total,NUMBER,_T,329
2013,Neum,Total,NUMBER,M,179
2013,Neum,Total,NUMBER,F,150
2013,Neum,Total,NUMBER,_T,2569
2013,Nevesinje,Total,NUMBER,M,1240
2013,Nevesinje,Total,NUMBER,F,1329
2013,Nevesinje,Total,NUMBER,_T,7266
2013,Novi Grad,Total,NUMBER,M,3672
2013,Novi Grad,Total,NUMBER,F,3594
2013,Novi Grad,Total,NUMBER,_T,3978
2013,Sarajevo - Novi Grad,Total,NUMBER,M,2112
2013,Sarajevo - Novi Grad,Total,NUMBER,F,1866
2013,Sarajevo - Novi Grad,Total,NUMBER,_T,2224
2013,Novi Travnik,Total,NUMBER,M,1178
2013,Novi Travnik,Total,NUMBER,F,1046
2013,Novi Travnik,Total,NUMBER,_T,4272
2013,Novo Goražde,Total,NUMBER,M,2083
2013,Novo Goražde,Total,NUMBER,F,2189
2013,Novo Goražde,Total,NUMBER,_T,12033
2013,Sarajevo - Novo Sarajevo,Total,NUMBER,M,5908
2013,Sarajevo - Novo Sarajevo,Total,NUMBER,F,6125
2013,Sarajevo - Novo Sarajevo,Total,NUMBER,_T,1871
2013,Odžak,Total,NUMBER,M,932
2013,Odžak,Total,NUMBER,F,939
2013,Odžak,Total,NUMBER,_T,143
2013,Olovo,Total,NUMBER,M,79
2013,Olovo,Total,NUMBER,F,64
2013,Olovo,Total,NUMBER,_T,4543
2013,Orašje,Total,NUMBER,M,2182
2013,Orašje,Total,NUMBER,F,2361
2013,Orašje,Total,NUMBER,_T,7793
2013,Osmaci,Total,NUMBER,M,3867
2013,Osmaci,Total,NUMBER,F,3926
2013,Osmaci,Total,NUMBER,_T,766
2013,Oštra Luka,Total,NUMBER,M,399
2013,Oštra Luka,Total,NUMBER,F,367
2013,Oštra Luka,Total,NUMBER,_T,1833
2013,Pale - FBiH,Total,NUMBER,M,899
2013,Pale - FBiH,Total,NUMBER,F,934
2013,Pale - FBiH,Total,NUMBER,_T,501
2013,Pale - RS,Total,NUMBER,M,274
2013,Pale - RS,Total,NUMBER,F,227
2013,Pale - RS,Total,NUMBER,_T,166
2013,Pelagićevo,Total,NUMBER,M,99
2013,Pelagićevo,Total,NUMBER,F,67
2013,Pelagićevo,Total,NUMBER,_T,1407
2013,Petrovac,Total,NUMBER,M,721
2013,Petrovac,Total,NUMBER,F,686
2013,Petrovac,Total,NUMBER,_T,6573
2013,Petrovo,Total,NUMBER,M,3436
2013,Petrovo,Total,NUMBER,F,3137
2013,Petrovo,Total,NUMBER,_T,1161
2013,Posušje,Total,NUMBER,M,572
2013,Posušje,Total,NUMBER,F,589
2013,Posušje,Total,NUMBER,_T,1259
2013,Prijedor,Total,NUMBER,M,646
2013,Prijedor,Total,NUMBER,F,613
2013,Prijedor,Total,NUMBER,_T,2412
2013,Prnjavor,Total,NUMBER,M,1196
2013,Prnjavor,Total,NUMBER,F,1216
2013,Prnjavor,Total,NUMBER,_T,1403
2013,Prozor,Total,NUMBER,M,737
2013,Prozor,Total,NUMBER,F,666
2013,Prozor,Total,NUMBER,_T,1265
2013,Ravno,Total,NUMBER,M,642
2013,Ravno,Total,NUMBER,F,623
2013,Ravno,Total,NUMBER,_T,5175
2013,Ribnik,Total,NUMBER,M,2632
2013,Ribnik,Total,NUMBER,F,2543
2013,Ribnik,Total,NUMBER,_T,3675
2013,Rogatica,Total,NUMBER,M,1718
2013,Rogatica,Total,NUMBER,F,1957
2013,Rogatica,Total,NUMBER,_T,383
2013,Rudo,Total,NUMBER,M,211
2013,Rudo,Total,NUMBER,F,172
2013,Rudo,Total,NUMBER,_T,1958
2013,Sanski Most,Total,NUMBER,M,1032
2013,Sanski Most,Total,NUMBER,F,926
2013,Sanski Most,Total,NUMBER,_T,801
2013,Sapna,Total,NUMBER,M,427
2013,Sapna,Total,NUMBER,F,374
2013,Sapna,Total,NUMBER,_T,1182
2013,Sokolac,Total,NUMBER,M,587
2013,Sokolac,Total,NUMBER,F,595
2013,Sokolac,Total,NUMBER,_T,1388
2013,Srbac,Total,NUMBER,M,696
2013,Srbac,Total,NUMBER,F,692
2013,Srbac,Total,NUMBER,_T,2097
2013,Srebrenica,Total,NUMBER,M,1055
2013,Srebrenica,Total,NUMBER,F,1042
2013,Srebrenica,Total,NUMBER,_T,4913
2013,Srebrenik,Total,NUMBER,M,2482
2013,Srebrenik,Total,NUMBER,F,2431
2013,Srebrenik,Total,NUMBER,_T,915
2013,Sarajevo - Stari Grad,Total,NUMBER,M,434
2013,Sarajevo - Stari Grad,Total,NUMBER,F,481
2013,Sarajevo - Stari Grad,Total,NUMBER,_T,336
2013,Stolac,Total,NUMBER,M,163
2013,Stolac,Total,NUMBER,F,173
2013,Stolac,Total,NUMBER,_T,164
2013,Šamac,Total,NUMBER,M,90
2013,Šamac,Total,NUMBER,F,74
2013,Šamac,Total,NUMBER,_T,470
2013,Šekovići,Total,NUMBER,M,257
2013,Šekovići,Total,NUMBER,F,213
2013,Šekovići,Total,NUMBER,_T,1078
2013,Šipovo,Total,NUMBER,M,532
2013,Šipovo,Total,NUMBER,F,546
2013,Šipovo,Total,NUMBER,_T,326
2013,Široki Brijeg,Total,NUMBER,M,177
2013,Široki Brijeg,Total,NUMBER,F,149
2013,Široki Brijeg,Total,NUMBER,_T,446
2013,Teočak,Total,NUMBER,M,241
2013,Teočak,Total,NUMBER,F,205
2013,Teočak,Total,NUMBER,_T,140
2013,Teslić,Total,NUMBER,M,71
2013,Teslić,Total,NUMBER,F,69
2013,Teslić,Total,NUMBER,_T,1262
2013,Tešanj,Total,NUMBER,M,664
2013,Tešanj,Total,NUMBER,F,598
2013,Tešanj,Total,NUMBER,_T,1000
2013,Tomislavgrad,Total,NUMBER,M,481
2013,Tomislavgrad,Total,NUMBER,F,519
2013,Tomislavgrad,Total,NUMBER,_T,697
2013,Travnik,Total,NUMBER,M,362
2013,Travnik,Total,NUMBER,F,335
2013,Travnik,Total,NUMBER,_T,248
2013,Trebinje,Total,NUMBER,M,143
2013,Trebinje,Total,NUMBER,F,105
2013,Trebinje,Total,NUMBER,_T,1492
2013,Trnovo - FBiH,Total,NUMBER,M,725
2013,Trnovo - FBiH,Total,NUMBER,F,767
2013,Trnovo - FBiH,Total,NUMBER,_T,1617
2013,Trnovo - RS,Total,NUMBER,M,842
2013,Trnovo - RS,Total,NUMBER,F,775
2013,Trnovo - RS,Total,NUMBER,_T,3435
2013,Tuzla,Total,NUMBER,M,1588
2013,Tuzla,Total,NUMBER,F,1847
2013,Tuzla,Total,NUMBER,_T,3002
2013,Ugljevik,Total,NUMBER,M,1468
2013,Ugljevik,Total,NUMBER,F,1534
2013,Ugljevik,Total,NUMBER,_T,3609
2013,Usora,Total,NUMBER,M,1812
2013,Usora,Total,NUMBER,F,1797
2013,Usora,Total,NUMBER,_T,1338
2013,Vareš,Total,NUMBER,M,695
2013,Vareš,Total,NUMBER,F,643
2013,Vareš,Total,NUMBER,_T,1846
2013,Velika Kladuša,Total,NUMBER,M,906
2013,Velika Kladuša,Total,NUMBER,F,940
2013,Velika Kladuša,Total,NUMBER,_T,252
2013,Visoko,Total,NUMBER,M,128
2013,Visoko,Total,NUMBER,F,124
2013,Visoko,Total,NUMBER,_T,4805
2013,Višegrad,Total,NUMBER,M,2352
2013,Višegrad,Total,NUMBER,F,2453
2013,Višegrad,Total,NUMBER,_T,1427
2013,Vitez,Total,NUMBER,M,653
2013,Vitez,Total,NUMBER,F,774
2013,Vitez,Total,NUMBER,_T,951
2013,Vlasenica,Total,NUMBER,M,460
2013,Vlasenica,Total,NUMBER,F,491
2013,Vlasenica,Total,NUMBER,_T,5
2013,Sarajevo - Vogošća,Total,NUMBER,M,5
2013,Sarajevo - Vogošća,Total,NUMBER,F,0
2013,Sarajevo - Vogošća,Total,NUMBER,_T,19
2013,Vukosavlje,Total,NUMBER,M,12
2013,Vukosavlje,Total,NUMBER,F,7
2013,Vukosavlje,Total,NUMBER,_T,59
2013,Zavidovići,Total,NUMBER,M,40
2013,Zavidovići,Total,NUMBER,F,19
2013,Zavidovići,Total,NUMBER,_T,628
2013,Zenica,Total,NUMBER,M,302
2013,Zenica,Total,NUMBER,F,326
2013,Zenica,Total,NUMBER,_T,782
2013,Zvornik,Total,NUMBER,M,383
2013,Zvornik,Total,NUMBER,F,399
2013,Zvornik,Total,NUMBER,_T,2014
2013,Žepče,Total,NUMBER,M,1064
2013,Žepče,Total,NUMBER,F,950
2013,Žepče,Total,NUMBER,_T,97
2013,Živinice,Total,NUMBER,M,49
2013,Živinice,Total,NUMBER,F,48
2013,Živinice,Total,NUMBER,_T,2863
2013,Banja Luka,0-4,NUMBER,M,1431
2013,Banja Luka,0-4,NUMBER,F,1432
2013,Banja Luka,0-4,NUMBER,_T,2661
2013,Banovići,0-4,NUMBER,M,1357
2013,Banovići,0-4,NUMBER,F,1304
2013,Banovići,0-4,NUMBER,_T,108
2013,Berkovići,0-4,NUMBER,M,61
2013,Berkovići,0-4,NUMBER,F,47
2013,Berkovići,0-4,NUMBER,_T,1531
2013,Bihać,0-4,NUMBER,M,748
2013,Bihać,0-4,NUMBER,F,783
2013,Bihać,0-4,NUMBER,_T,1032
2013,Bijeljina,0-4,NUMBER,M,512
2013,Bijeljina,0-4,NUMBER,F,520
2013,Bijeljina,0-4,NUMBER,_T,1302
2013,Bileća,0-4,NUMBER,M,666
2013,Bileća,0-4,NUMBER,F,636
2013,Bileća,0-4,NUMBER,_T,727
2013,Bosanska Krupa,0-4,NUMBER,M,389
2013,Bosanska Krupa,0-4,NUMBER,F,338
2013,Bosanska Krupa,0-4,NUMBER,_T,1915
2013,Bosanski Petrovac,0-4,NUMBER,M,966
2013,Bosanski Petrovac,0-4,NUMBER,F,949
2013,Bosanski Petrovac,0-4,NUMBER,_T,458
2013,Bosansko Grahovo,0-4,NUMBER,M,242
2013,Bosansko Grahovo,0-4,NUMBER,F,216
2013,Bosansko Grahovo,0-4,NUMBER,_T,1512
2013,Bratunac,0-4,NUMBER,M,780
2013,Bratunac,0-4,NUMBER,F,732
2013,Bratunac,0-4,NUMBER,_T,1681
2013,Brčko,0-4,NUMBER,M,829
2013,Brčko,0-4,NUMBER,F,852
2013,Brčko,0-4,NUMBER,_T,391
2013,Breza,0-4,NUMBER,M,186
2013,Breza,0-4,NUMBER,F,205
2013,Breza,0-4,NUMBER,_T,121
2013,Brod,0-4,NUMBER,M,75
2013,Brod,0-4,NUMBER,F,46
2013,Brod,0-4,NUMBER,_T,458
2013,Bugojno,0-4,NUMBER,M,223
2013,Bugojno,0-4,NUMBER,F,235
2013,Bugojno,0-4,NUMBER,_T,18
2013,Busovača,0-4,NUMBER,M,14
2013,Busovača,0-4,NUMBER,F,4
2013,Busovača,0-4,NUMBER,_T,2432
2013,Bužim,0-4,NUMBER,M,1220
2013,Bužim,0-4,NUMBER,F,1212
2013,Bužim,0-4,NUMBER,_T,2619
2013,Cazin,0-4,NUMBER,M,1310
2013,Cazin,0-4,NUMBER,F,1309
2013,Cazin,0-4,NUMBER,_T,1237
2013,Sarajevo - Centar,0-4,NUMBER,M,678
2013,Sarajevo - Centar,0-4,NUMBER,F,559
2013,Sarajevo - Centar,0-4,NUMBER,_T,3542
2013,Čajniče,0-4,NUMBER,M,1696
2013,Čajniče,0-4,NUMBER,F,1846
2013,Čajniče,0-4,NUMBER,_T,245
2013,Čapljina,0-4,NUMBER,M,124
2013,Čapljina,0-4,NUMBER,F,121
2013,Čapljina,0-4,NUMBER,_T,2046
2013,Čelić,0-4,NUMBER,M,1090
2013,Čelić,0-4,NUMBER,F,956
2013,Čelić,0-4,NUMBER,_T,1849
2013,Čelinac,0-4,NUMBER,M,935
2013,Čelinac,0-4,NUMBER,F,914
2013,Čelinac,0-4,NUMBER,_T,771
2013,Čitluk,0-4,NUMBER,M,370
2013,Čitluk,0-4,NUMBER,F,401
2013,Čitluk,0-4,NUMBER,_T,1926
2013,Derventa,0-4,NUMBER,M,979
2013,Derventa,0-4,NUMBER,F,947
2013,Derventa,0-4,NUMBER,_T,7497
2013,Doboj,0-4,NUMBER,M,3709
2013,Doboj,0-4,NUMBER,F,3788
2013,Doboj,0-4,NUMBER,_T,1068
2013,Doboj-Istok,0-4,NUMBER,M,518
2013,Doboj-Istok,0-4,NUMBER,F,550
2013,Doboj-Istok,0-4,NUMBER,_T,424
2013,Doboj-Jug,0-4,NUMBER,M,210
2013,Doboj-Jug,0-4,NUMBER,F,214
2013,Doboj-Jug,0-4,NUMBER,_T,897
2013,Dobretići,0-4,NUMBER,M,488
2013,Dobretići,0-4,NUMBER,F,409
2013,Dobretići,0-4,NUMBER,_T,2145
2013,Domaljevac-Šamac,0-4,NUMBER,M,1110
2013,Domaljevac-Šamac,0-4,NUMBER,F,1035
2013,Domaljevac-Šamac,0-4,NUMBER,_T,8130
2013,Donji Vakuf,0-4,NUMBER,M,3938
2013,Donji Vakuf,0-4,NUMBER,F,4192
2013,Donji Vakuf,0-4,NUMBER,_T,1864
2013,Donji Žabar,0-4,NUMBER,M,913
2013,Donji Žabar,0-4,NUMBER,F,951
2013,Donji Žabar,0-4,NUMBER,_T,227
2013,Drvar,0-4,NUMBER,M,117
2013,Drvar,0-4,NUMBER,F,110
2013,Drvar,0-4,NUMBER,_T,4490
2013,Foča - FBiH,0-4,NUMBER,M,2007
2013,Foča - FBiH,0-4,NUMBER,F,2483
2013,Foča - FBiH,0-4,NUMBER,_T,1758
2013,Foča - RS,0-4,NUMBER,M,926
2013,Foča - RS,0-4,NUMBER,F,832
2013,Foča - RS,0-4,NUMBER,_T,739
2013,Fojnica,0-4,NUMBER,M,376
2013,Fojnica,0-4,NUMBER,F,363
2013,Fojnica,0-4,NUMBER,_T,1844
2013,Gacko,0-4,NUMBER,M,1012
2013,Gacko,0-4,NUMBER,F,832
2013,Gacko,0-4,NUMBER,_T,460
2013,Glamoč,0-4,NUMBER,M,235
2013,Glamoč,0-4,NUMBER,F,225
2013,Glamoč,0-4,NUMBER,_T,190
2013,Goražde,0-4,NUMBER,M,117
2013,Goražde,0-4,NUMBER,F,73
2013,Goražde,0-4,NUMBER,_T,74
2013,Gornji Vakuf-Uskoplje,0-4,NUMBER,M,42
2013,Gornji Vakuf-Uskoplje,0-4,NUMBER,F,32
2013,Gornji Vakuf-Uskoplje,0-4,NUMBER,_T,1344
2013,Gračanica,0-4,NUMBER,M,654
2013,Gračanica,0-4,NUMBER,F,690
2013,Gračanica,0-4,NUMBER,_T,496
2013,Gradačac,0-4,NUMBER,M,263
2013,Gradačac,0-4,NUMBER,F,233
2013,Gradačac,0-4,NUMBER,_T,24
2013,Gradiška,0-4,NUMBER,M,14
2013,Gradiška,0-4,NUMBER,F,10
2013,Gradiška,0-4,NUMBER,_T,469
2013,Grude,0-4,NUMBER,M,237
2013,Grude,0-4,NUMBER,F,232
2013,Grude,0-4,NUMBER,_T,1491
2013,Sarajevo - Hadžići,0-4,NUMBER,M,830
2013,Sarajevo - Hadžići,0-4,NUMBER,F,661
2013,Sarajevo - Hadžići,0-4,NUMBER,_T,6999
2013,Han Pijesak,0-4,NUMBER,M,3566
2013,Han Pijesak,0-4,NUMBER,F,3433
2013,Han Pijesak,0-4,NUMBER,_T,2458
2013,Sarajevo - Ilidža,0-4,NUMBER,M,1239
2013,Sarajevo - Ilidža,0-4,NUMBER,F,1219
2013,Sarajevo - Ilidža,0-4,NUMBER,_T,1057
2013,Sarajevo - Ilijaš,0-4,NUMBER,M,567
2013,Sarajevo - Ilijaš,0-4,NUMBER,F,490
2013,Sarajevo - Ilijaš,0-4,NUMBER,_T,243
2013,Istočna Ilidža,0-4,NUMBER,M,115
2013,Istočna Ilidža,0-4,NUMBER,F,128
2013,Istočna Ilidža,0-4,NUMBER,_T,394
2013,Istočni Drvar,0-4,NUMBER,M,230
2013,Istočni Drvar,0-4,NUMBER,F,164
2013,Istočni Drvar,0-4,NUMBER,_T,672
2013,Istočni Mostar,0-4,NUMBER,M,360
2013,Istočni Mostar,0-4,NUMBER,F,312
2013,Istočni Mostar,0-4,NUMBER,_T,656
2013,Istočni Stari Grad,0-4,NUMBER,M,328
2013,Istočni Stari Grad,0-4,NUMBER,F,328
2013,Istočni Stari Grad,0-4,NUMBER,_T,3424
2013,Istočno Novo Sarajevo,0-4,NUMBER,M,1796
2013,Istočno Novo Sarajevo,0-4,NUMBER,F,1628
2013,Istočno Novo Sarajevo,0-4,NUMBER,_T,817
2013,Jablanica,0-4,NUMBER,M,440
2013,Jablanica,0-4,NUMBER,F,377
2013,Jablanica,0-4,NUMBER,_T,819
2013,Jajce,0-4,NUMBER,M,405
2013,Jajce,0-4,NUMBER,F,414
2013,Jajce,0-4,NUMBER,_T,1204
2013,Jezero,0-4,NUMBER,M,620
2013,Jezero,0-4,NUMBER,F,584
2013,Jezero,0-4,NUMBER,_T,1011
2013,Kakanj,0-4,NUMBER,M,498
2013,Kakanj,0-4,NUMBER,F,513
2013,Kakanj,0-4,NUMBER,_T,2944
2013,Kalesija,0-4,NUMBER,M,1409
2013,Kalesija,0-4,NUMBER,F,1535
2013,Kalesija,0-4,NUMBER,_T,2464
2013,Kalinovik,0-4,NUMBER,M,1153
2013,Kalinovik,0-4,NUMBER,F,1311
2013,Kalinovik,0-4,NUMBER,_T,1162
2013,Kiseljak,0-4,NUMBER,M,625
2013,Kiseljak,0-4,NUMBER,F,537
2013,Kiseljak,0-4,NUMBER,_T,1306
2013,Kladanj,0-4,NUMBER,M,683
2013,Kladanj,0-4,NUMBER,F,623
2013,Kladanj,0-4,NUMBER,_T,499
2013,Ključ,0-4,NUMBER,M,255
2013,Ključ,0-4,NUMBER,F,244
2013,Ključ,0-4,NUMBER,_T,643
2013,Kneževo,0-4,NUMBER,M,340
2013,Kneževo,0-4,NUMBER,F,303
2013,Kneževo,0-4,NUMBER,_T,2304
2013,Konjic,0-4,NUMBER,M,1160
2013,Konjic,0-4,NUMBER,F,1144
2013,Konjic,0-4,NUMBER,_T,532
2013,Kostajnica,0-4,NUMBER,M,262
2013,Kostajnica,0-4,NUMBER,F,270
2013,Kostajnica,0-4,NUMBER,_T,2639
2013,Kotor Varoš,0-4,NUMBER,M,1275
2013,Kotor Varoš,0-4,NUMBER,F,1364
2013,Kotor Varoš,0-4,NUMBER,_T,3260
2013,Kozarska Dubica,0-4,NUMBER,M,1592
2013,Kozarska Dubica,0-4,NUMBER,F,1668
2013,Kozarska Dubica,0-4,NUMBER,_T,2326
2013,Kreševo,0-4,NUMBER,M,1263
2013,Kreševo,0-4,NUMBER,F,1063
2013,Kreševo,0-4,NUMBER,_T,3928
2013,Krupa Na Uni,0-4,NUMBER,M,1966
2013,Krupa Na Uni,0-4,NUMBER,F,1962
2013,Krupa Na Uni,0-4,NUMBER,_T,2001
2013,Kupres - FBiH,0-4,NUMBER,M,973
2013,Kupres - FBiH,0-4,NUMBER,F,1028
2013,Kupres - FBiH,0-4,NUMBER,_T,87
2013,Kupres - RS,0-4,NUMBER,M,48
2013,Kupres - RS,0-4,NUMBER,F,39
2013,Kupres - RS,0-4,NUMBER,_T,151
2013,Laktaši,0-4,NUMBER,M,79
2013,Laktaši,0-4,NUMBER,F,72
2013,Laktaši,0-4,NUMBER,_T,8386
2013,Livno,0-4,NUMBER,M,3872
2013,Livno,0-4,NUMBER,F,4514
2013,Livno,0-4,NUMBER,_T,1185
2013,Lopare,0-4,NUMBER,M,617
2013,Lopare,0-4,NUMBER,F,568
2013,Lopare,0-4,NUMBER,_T,669
2013,Lukavac,0-4,NUMBER,M,354
2013,Lukavac,0-4,NUMBER,F,315
2013,Lukavac,0-4,NUMBER,_T,694
2013,Ljubinje,0-4,NUMBER,M,349
2013,Ljubinje,0-4,NUMBER,F,345
2013,Ljubinje,0-4,NUMBER,_T,2658
2013,Ljubuški,0-4,NUMBER,M,1170
2013,Ljubuški,0-4,NUMBER,F,1488
2013,Ljubuški,0-4,NUMBER,_T,2861
2013,Maglaj,0-4,NUMBER,M,1386
2013,Maglaj,0-4,NUMBER,F,1475
2013,Maglaj,0-4,NUMBER,_T,741
2013,Milići,0-4,NUMBER,M,360
2013,Milići,0-4,NUMBER,F,381
2013,Milići,0-4,NUMBER,_T,2028
2013,Modriča,0-4,NUMBER,M,1006
2013,Modriča,0-4,NUMBER,F,1022
2013,Modriča,0-4,NUMBER,_T,810
2013,Mostar,0-4,NUMBER,M,391
2013,Mostar,0-4,NUMBER,F,419
2013,Mostar,0-4,NUMBER,_T,1852
2013,Mrkonjić Grad,0-4,NUMBER,M,820
2013,Mrkonjić Grad,0-4,NUMBER,F,1032
2013,Mrkonjić Grad,0-4,NUMBER,_T,387
2013,Neum,0-4,NUMBER,M,205
2013,Neum,0-4,NUMBER,F,182
2013,Neum,0-4,NUMBER,_T,2761
2013,Nevesinje,0-4,NUMBER,M,1367
2013,Nevesinje,0-4,NUMBER,F,1394
2013,Nevesinje,0-4,NUMBER,_T,8325
2013,Novi Grad,0-4,NUMBER,M,4040
2013,Novi Grad,0-4,NUMBER,F,4285
2013,Novi Grad,0-4,NUMBER,_T,4234
2013,Sarajevo - Novi Grad,0-4,NUMBER,M,2153
2013,Sarajevo - Novi Grad,0-4,NUMBER,F,2081
2013,Sarajevo - Novi Grad,0-4,NUMBER,_T,2462
2013,Novi Travnik,0-4,NUMBER,M,1307
2013,Novi Travnik,0-4,NUMBER,F,1155
2013,Novi Travnik,0-4,NUMBER,_T,4638
2013,Novo Goražde,0-4,NUMBER,M,2318
2013,Novo Goražde,0-4,NUMBER,F,2320
2013,Novo Goražde,0-4,NUMBER,_T,13685
2013,Sarajevo - Novo Sarajevo,0-4,NUMBER,M,6500
2013,Sarajevo - Novo Sarajevo,0-4,NUMBER,F,7185
2013,Sarajevo - Novo Sarajevo,0-4,NUMBER,_T,1998
2013,Odžak,0-4,NUMBER,M,1002
2013,Odžak,0-4,NUMBER,F,996
2013,Odžak,0-4,NUMBER,_T,120
2013,Olovo,0-4,NUMBER,M,73
2013,Olovo,0-4,NUMBER,F,47
2013,Olovo,0-4,NUMBER,_T,4429
2013,Orašje,0-4,NUMBER,M,2151
2013,Orašje,0-4,NUMBER,F,2278
2013,Orašje,0-4,NUMBER,_T,8383
2013,Osmaci,0-4,NUMBER,M,4193
2013,Osmaci,0-4,NUMBER,F,4190
2013,Osmaci,0-4,NUMBER,_T,825
2013,Oštra Luka,0-4,NUMBER,M,439
2013,Oštra Luka,0-4,NUMBER,F,386
2013,Oštra Luka,0-4,NUMBER,_T,1962
2013,Pale - FBiH,0-4,NUMBER,M,956
2013,Pale - FBiH,0-4,NUMBER,F,1006
2013,Pale - FBiH,0-4,NUMBER,_T,589
2013,Pale - RS,0-4,NUMBER,M,328
2013,Pale - RS,0-4,NUMBER,F,261
2013,Pale - RS,0-4,NUMBER,_T,199
2013,Pelagićevo,0-4,NUMBER,M,124
2013,Pelagićevo,0-4,NUMBER,F,75
2013,Pelagićevo,0-4,NUMBER,_T,1660
2013,Petrovac,0-4,NUMBER,M,796
2013,Petrovac,0-4,NUMBER,F,864
2013,Petrovac,0-4,NUMBER,_T,6573
2013,Petrovo,0-4,NUMBER,M,3325
2013,Petrovo,0-4,NUMBER,F,3248
2013,Petrovo,0-4,NUMBER,_T,1277
2013,Posušje,0-4,NUMBER,M,621
2013,Posušje,0-4,NUMBER,F,656
2013,Posušje,0-4,NUMBER,_T,1330
2013,Prijedor,0-4,NUMBER,M,635
2013,Prijedor,0-4,NUMBER,F,695
2013,Prijedor,0-4,NUMBER,_T,2387
2013,Prnjavor,0-4,NUMBER,M,1159
2013,Prnjavor,0-4,NUMBER,F,1228
2013,Prnjavor,0-4,NUMBER,_T,1463
2013,Prozor,0-4,NUMBER,M,724
2013,Prozor,0-4,NUMBER,F,739
2013,Prozor,0-4,NUMBER,_T,1145
2013,Ravno,0-4,NUMBER,M,555
2013,Ravno,0-4,NUMBER,F,590
2013,Ravno,0-4,NUMBER,_T,4738
2013,Ribnik,0-4,NUMBER,M,2396
2013,Ribnik,0-4,NUMBER,F,2342
2013,Ribnik,0-4,NUMBER,_T,4111
2013,Rogatica,0-4,NUMBER,M,1842
2013,Rogatica,0-4,NUMBER,F,2269
2013,Rogatica,0-4,NUMBER,_T,409
2013,Rudo,0-4,NUMBER,M,203
2013,Rudo,0-4,NUMBER,F,206
2013,Rudo,0-4,NUMBER,_T,2034
2013,Sanski Most,0-4,NUMBER,M,1017
2013,Sanski Most,0-4,NUMBER,F,1017
2013,Sanski Most,0-4,NUMBER,_T,759
2013,Sapna,0-4,NUMBER,M,391
2013,Sapna,0-4,NUMBER,F,368
2013,Sapna,0-4,NUMBER,_T,1265
2013,Sokolac,0-4,NUMBER,M,627
2013,Sokolac,0-4,NUMBER,F,638
2013,Sokolac,0-4,NUMBER,_T,1377
2013,Srbac,0-4,NUMBER,M,708
2013,Srbac,0-4,NUMBER,F,669
2013,Srbac,0-4,NUMBER,_T,2078
2013,Srebrenica,0-4,NUMBER,M,1050
2013,Srebrenica,0-4,NUMBER,F,1028
2013,Srebrenica,0-4,NUMBER,_T,5589
2013,Srebrenik,0-4,NUMBER,M,2676
2013,Srebrenik,0-4,NUMBER,F,2913
2013,Srebrenik,0-4,NUMBER,_T,800
2013,Sarajevo - Stari Grad,0-4,NUMBER,M,414
2013,Sarajevo - Stari Grad,0-4,NUMBER,F,386
2013,Sarajevo - Stari Grad,0-4,NUMBER,_T,316
2013,Stolac,0-4,NUMBER,M,161
2013,Stolac,0-4,NUMBER,F,155
2013,Stolac,0-4,NUMBER,_T,166
2013,Šamac,0-4,NUMBER,M,97
2013,Šamac,0-4,NUMBER,F,69
2013,Šamac,0-4,NUMBER,_T,361
