Year,health_indicators,UNIT_MEASURE,Entity,Value
2002,number_of_beds_in_hospitals_per_100000_population,Number,RS,334.0
2002,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,RS,1.786
2002,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,Number,RS,150.0
2002,number_of_general_practitioners,Number,RS,313.0
2002,number_of_population_per_general_practitioner,Number,RS,3.815
2003,number_of_new_cases_of_syphilis,Number,BiH,5.0
2003,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,BiH,3.0
2003,number_of_new_cases_of_HIV,Number,BiH,12.0
2003,number_of_beds_in_hospitals,Number,BiH,3.881
2003,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,BiH,1.802
2003,number_of_general_practitioners,Number,BiH,328.0
2003,number_of_new_cases_of_syphilis,Number,FBiH,5.0
2003,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,FBiH,3.0
2003,number_of_new_cases_of_HIV,Number,FBiH,8.0
2003,number_of_new_cases_of_HIV_per_100000_population,Number,FBiH,0.34
2003,number_of_new_cases_of_HIV,Number,RS,4.0
2003,number_of_new_cases_of_HIV_per_100000_population,Number,RS,0.34
2003,number_of_beds_in_hospitals,Number,RS,3.881
2003,number_of_beds_in_hospitals_per_100000_population,Number,RS,325.0
2003,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,RS,1.802
2003,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,Number,RS,151.0
2003,number_of_general_practitioners,Number,RS,328.0
2003,number_of_population_per_general_practitioner,Number,RS,3.636
2004,number_of_new_cases_of_syphilis,Number,BiH,18.0
2004,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,BiH,3.0
2004,number_of_new_cases_of_HIV,Number,BiH,11.0
2004,number_of_beds_in_hospitals,Number,BiH,3.652
2004,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,BiH,1.838
2004,number_of_general_practitioners,Number,BiH,359.0
2004,number_of_new_cases_of_syphilis,Number,FBiH,18.0
2004,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,FBiH,3.0
2004,number_of_new_cases_of_HIV,Number,FBiH,10.0
2004,number_of_new_cases_of_HIV_per_100000_population,Number,FBiH,0.43
2004,number_of_new_cases_of_HIV,Number,RS,1.0
2004,number_of_new_cases_of_HIV_per_100000_population,Number,RS,0.08
2004,number_of_beds_in_hospitals,Number,RS,3.652
2004,number_of_beds_in_hospitals_per_100000_population,Number,RS,307.0
2004,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,RS,1.838
2004,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,Number,RS,154.0
2004,number_of_general_practitioners,Number,RS,359.0
2004,number_of_population_per_general_practitioner,Number,RS,3.316
2005,number_of_new_cases_of_cervical_cancer,Number,BiH,142.0
2005,number_of_new_cases_of_female_breast_cancer,Number,BiH,351.0
2005,number_of_new_cases_of_syphilis,Number,BiH,18.0
2005,number_of_new_cases_of_gonorrhea,Number,BiH,3.0
2005,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,BiH,7.0
2005,number_of_new_cases_of_HIV,Number,BiH,11.0
2005,number_of_beds_in_hospitals,Number,BiH,3.804
2005,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,BiH,5.54
2005,number_of_general_practitioners,Number,BiH,399.0
2005,number_of_midwives,Number,BiH,421.0
2005,number_of_new_cases_of_syphilis,Number,FBiH,9.0
2005,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,FBiH,4.0
2005,number_of_new_cases_of_HIV,Number,FBiH,11.0
2005,number_of_new_cases_of_HIV_per_100000_population,Number,FBiH,0.47
2005,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,FBiH,3.683
2005,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,Number,FBiH,158.0
2005,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,FBiH,2328434.0
2005,male_population,Number,FBiH,1101958.0
2005,female_population,Number,FBiH,1226476.0
2005,number_of_new_cases_of_cervical_cancer,Number,RS,142.0
2005,number_of_new_cases_of_cervical_cancer_per_100000_female_population,Number,RS,19.12767047
2005,number_of_new_cases_of_female_breast_cancer,Number,RS,351.0
2005,number_of_new_cases_of_female_breast_cancer_per_100000,Number,RS,47.28036854
2005,number_of_new_cases_of_syphilis,Number,RS,9.0
2005,number_of_new_cases_of_gonorrhea,Number,RS,3.0
2005,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,RS,3.0
2005,number_of_beds_in_hospitals,Number,RS,3804.0
2005,number_of_beds_in_hospitals_per_100000_population,Number,RS,262.9946966
2005,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,RS,1857.0
2005,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,Number,RS,128.3862123
2005,number_of_general_practitioners,Number,RS,399.0
2005,number_of_population_per_general_practitioner,Number,RS,3625.105263
2005,number_of_midwives,Number,RS,421.0
2005,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,RS,1446417.0
2005,male_population,Number,RS,704037.0
2005,female_population,Number,RS,742380.0
2005,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,BD,83930.0
2005,male_population,Number,BD,41785.0
2005,female_population,Number,BD,42145.0
2006,number_of_new_cases_of_cervical_cancer,Number,BiH,139.0
2006,number_of_new_cases_of_female_breast_cancer,Number,BiH,331.0
2006,number_of_new_cases_of_syphilis,Number,BiH,15.0
2006,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,BiH,3.0
2006,number_of_new_cases_of_HIV,Number,BiH,17.0
2006,number_of_beds_in_hospitals,Number,BiH,4017.0
2006,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,BiH,5684.0
2006,number_of_general_practitioners,Number,BiH,467.0
2006,number_of_midwives,Number,BiH,409.0
2006,number_of_new_cases_of_syphilis,Number,FBiH,15.0
2006,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,FBiH,3.0
2006,number_of_new_cases_of_HIV,Number,FBiH,12.0
2006,number_of_new_cases_of_HIV_per_100000_population,Number,FBiH,0.516125036
2006,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,FBiH,3767.0
2006,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,Number,FBiH,162.020251
2006,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,FBiH,2325018.0
2006,male_population,Number,FBiH,1137682.0
2006,female_population,Number,FBiH,1187336.0
2006,number_of_new_cases_of_cervical_cancer,Number,RS,139.0
2006,number_of_new_cases_of_cervical_cancer_per_100000_female_population,Number,RS,18.75866239
2006,number_of_new_cases_of_female_breast_cancer,Number,RS,331.0
2006,number_of_new_cases_of_female_breast_cancer_per_100000,Number,RS,44.66990827
2006,number_of_new_cases_of_HIV,Number,RS,5.0
2006,number_of_new_cases_of_HIV_per_100000_population,Number,RS,0.346330181
2006,number_of_beds_in_hospitals,Number,RS,4017.0
2006,number_of_beds_in_hospitals_per_100000_population,Number,RS,278.2416678
2006,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,RS,1917.0
2006,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,Number,RS,132.7829916
2006,number_of_general_practitioners,Number,RS,467.0
2006,number_of_population_per_general_practitioner,Number,RS,3091.453961
2006,number_of_midwives,Number,RS,409.0
2006,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,RS,1443709.0
2006,male_population,Number,RS,702718.0
2006,female_population,Number,RS,740991.0
2006,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,BD,84100.0
2006,male_population,Number,BD,41866.0
2006,female_population,Number,BD,42234.0
2007,number_of_new_cases_of_cervical_cancer,Number,BiH,362.0
2007,number_of_new_cases_of_female_breast_cancer,Number,BiH,918.0
2007,number_of_new_cases_of_syphilis,Number,BiH,22.0
2007,number_of_new_cases_of_gonorrhea,Number,BiH,3.0
2007,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,BiH,4.0
2007,number_of_new_cases_of_HIV,Number,BiH,5.0
2007,number_of_beds_in_hospitals,Number,BiH,12674.0
2007,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,BiH,5967.0
2007,number_of_general_practitioners,Number,BiH,1037.0
2007,number_of_midwives,Number,BiH,797.0
2007,number_of_new_cases_of_cervical_cancer,Number,FBiH,178.0
2007,number_of_new_cases_of_cervical_cancer_per_100000_female_population,Number,FBiH,14.9701606
2007,number_of_new_cases_of_female_breast_cancer,Number,FBiH,521.0
2007,number_of_new_cases_of_female_breast_cancer_per_100000,Number,FBiH,43.81715547
2007,number_of_new_cases_of_syphilis,Number,FBiH,17.0
2007,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,FBiH,4.0
2007,number_of_new_cases_of_HIV,Number,FBiH,4.0
2007,number_of_new_cases_of_HIV_per_100000_population,Number,FBiH,0.171794813
2007,number_of_beds_in_hospitals,Number,FBiH,8165.0
2007,number_of_beds_in_hospitals_per_100000_population,Number,FBiH,350.6761629
2007,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,FBiH,3979.0
2007,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,Number,FBiH,170.8928907
2007,number_of_general_practitioners,Number,FBiH,500.0
2007,number_of_population_per_general_practitioner,Number,FBiH,4656.718
2007,number_of_midwives,Number,FBiH,797.0
2007,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,FBiH,2328359.0
2007,male_population,Number,FBiH,1139327.0
2007,female_population,Number,FBiH,1189032.0
2007,number_of_new_cases_of_cervical_cancer,Number,RS,184.0
2007,number_of_new_cases_of_cervical_cancer_per_100000_female_population,Number,RS,24.90124087
2007,number_of_new_cases_of_female_breast_cancer,Number,RS,397.0
2007,number_of_new_cases_of_female_breast_cancer_per_100000,Number,RS,53.72713383
2007,number_of_new_cases_of_syphilis,Number,RS,5.0
2007,number_of_new_cases_of_gonorrhea,Number,RS,3.0
2007,number_of_new_cases_of_HIV,Number,RS,1.0
2007,number_of_new_cases_of_HIV_per_100000_population,Number,RS,0.069460218
2007,number_of_beds_in_hospitals,Number,RS,4509.0
2007,number_of_beds_in_hospitals_per_100000_population,Number,RS,313.1961216
2007,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,RS,1988.0
2007,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,Number,RS,138.0869128
2007,number_of_general_practitioners,Number,RS,537.0
2007,number_of_population_per_general_practitioner,Number,RS,2680.955307
2007,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,RS,1439673.0
2007,male_population,Number,RS,700754.0
2007,female_population,Number,RS,738919.0
2007,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,BD,84258.0
2007,male_population,Number,BD,41943.0
2007,female_population,Number,BD,42315.0
2008,number_of_new_cases_of_cervical_cancer,Number,BiH,326.0
2008,number_of_new_cases_of_female_breast_cancer,Number,BiH,852.0
2008,number_of_new_cases_of_syphilis,Number,BiH,15.0
2008,number_of_new_cases_of_gonorrhea,Number,BiH,4.0
2008,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,BiH,4.0
2008,number_of_new_cases_of_HIV,Number,BiH,7.0
2008,number_of_caesarean_sections,Number,BiH,4105.0
2008,number_of_beds_in_hospitals,Number,BiH,12546.0
2008,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,BiH,6165.0
2008,number_of_general_practitioners,Number,BiH,1083.0
2008,number_of_midwives,Number,BiH,1235.0
2008,number_of_new_cases_of_cervical_cancer,Number,FBiH,131.0
2008,number_of_new_cases_of_cervical_cancer_per_100000_female_population,Number,FBiH,11.02287204
2008,number_of_new_cases_of_female_breast_cancer,Number,FBiH,425.0
2008,number_of_new_cases_of_female_breast_cancer_per_100000,Number,FBiH,35.76122608
2008,number_of_new_cases_of_syphilis,Number,FBiH,11.0
2008,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,FBiH,4.0
2008,number_of_new_cases_of_HIV,Number,FBiH,7.0
2008,number_of_new_cases_of_HIV_per_100000_population,Number,FBiH,0.300791296
2008,number_of_caesarean_sections,Number,FBiH,4105.0
2008,number_of_caesarean_sections_per_1000_live_births,Number,FBiH,189.5
2008,number_of_beds_in_hospitals,Number,FBiH,8091.0
2008,number_of_beds_in_hospitals_per_100000_population,Number,FBiH,347.6717679
2008,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,FBiH,4117.0
2008,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,Number,FBiH,176.9082522
2008,number_of_general_practitioners,Number,FBiH,500.0
2008,number_of_population_per_general_practitioner,Number,FBiH,4654.39
2008,number_of_midwives,Number,FBiH,818.0
2008,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,FBiH,2327195.0
2008,male_population,Number,FBiH,1138757.0
2008,female_population,Number,FBiH,1188438.0
2008,number_of_new_cases_of_cervical_cancer,Number,RS,195.0
2008,number_of_new_cases_of_cervical_cancer_per_100000_female_population,Number,RS,26.43021339
2008,number_of_new_cases_of_female_breast_cancer,Number,RS,427.0
2008,number_of_new_cases_of_female_breast_cancer_per_100000,Number,RS,57.87539035
2008,number_of_new_cases_of_syphilis,Number,RS,4.0
2008,number_of_new_cases_of_gonorrhea,Number,RS,4.0
2008,number_of_beds_in_hospitals,Number,RS,4455.0
2008,number_of_beds_in_hospitals_per_100000_population,Number,RS,309.9180022
2008,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,RS,2048.0
2008,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,Number,RS,142.4718448
2008,number_of_general_practitioners,Number,RS,583.0
2008,number_of_population_per_general_practitioner,Number,RS,2465.655232
2008,number_of_midwives,Number,RS,417.0
2008,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,RS,1437477.0
2008,male_population,Number,RS,699685.0
2008,female_population,Number,RS,737792.0
2008,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,BD,84233.0
2008,male_population,Number,BD,41897.0
2008,female_population,Number,BD,42336.0
2009,number_of_new_cases_of_cervical_cancer,Number,BiH,369.0
2009,number_of_new_cases_of_female_breast_cancer,Number,BiH,963.0
2009,number_of_new_cases_of_syphilis,Number,BiH,10.0
2009,number_of_new_cases_of_gonorrhea,Number,BiH,5.0
2009,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,BiH,2.0
2009,number_of_new_cases_of_HIV,Number,BiH,8.0
2009,number_of_caesarean_sections,Number,BiH,3806.0
2009,number_of_beds_in_hospitals,Number,BiH,12795.0
2009,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,BiH,6369.0
2009,number_of_general_practitioners,Number,BiH,1156.0
2009,number_of_midwives,Number,BiH,1226.0
2009,number_of_new_cases_of_cervical_cancer,Number,FBiH,177.0
2009,number_of_new_cases_of_cervical_cancer_per_100000_female_population,Number,FBiH,14.89272192
2009,number_of_new_cases_of_female_breast_cancer,Number,FBiH,560.0
2009,number_of_new_cases_of_female_breast_cancer_per_100000,Number,FBiH,47.11821624
2009,number_of_new_cases_of_syphilis,Number,FBiH,5.0
2009,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,FBiH,2.0
2009,number_of_new_cases_of_HIV,Number,FBiH,4.0
2009,number_of_new_cases_of_HIV_per_100000_population,Number,FBiH,0.171871657
2009,number_of_caesarean_sections,Number,FBiH,3806.0
2009,number_of_caesarean_sections_per_1000_live_births,Number,FBiH,190.0
2009,number_of_beds_in_hospitals,Number,FBiH,8409.0
2009,number_of_beds_in_hospitals_per_100000_population,Number,FBiH,361.31719
2009,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,FBiH,4268.0
2009,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,Number,FBiH,183.3870575
2009,number_of_general_practitioners,Number,FBiH,527.0
2009,number_of_population_per_general_practitioner,Number,FBiH,4416.163188
2009,number_of_midwives,Number,FBiH,820.0
2009,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,FBiH,2327318.0
2009,male_population,Number,FBiH,1138818.0
2009,female_population,Number,FBiH,1188500.0
2009,number_of_new_cases_of_cervical_cancer,Number,RS,192.0
2009,number_of_new_cases_of_cervical_cancer_per_100000_female_population,Number,RS,26.06528267
2009,number_of_new_cases_of_female_breast_cancer,Number,RS,403.0
2009,number_of_new_cases_of_female_breast_cancer_per_100000,Number,RS,54.70994228
2009,number_of_new_cases_of_syphilis,Number,RS,5.0
2009,number_of_new_cases_of_gonorrhea,Number,RS,5.0
2009,number_of_new_cases_of_HIV,Number,RS,4.0
2009,number_of_new_cases_of_HIV_per_100000_population,Number,RS,0.278710879
2009,number_of_beds_in_hospitals,Number,RS,4386.0
2009,number_of_beds_in_hospitals_per_100000_population,Number,RS,305.6064784
2009,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,RS,2101.0
2009,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,Number,RS,146.392889
2009,number_of_general_practitioners,Number,RS,629.0
2009,number_of_population_per_general_practitioner,Number,RS,2281.683625
2009,number_of_midwives,Number,RS,406.0
2009,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,RS,1435179.0
2009,male_population,Number,RS,698567.0
2009,female_population,Number,RS,736612.0
2009,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,BD,84260.0
2009,male_population,Number,BD,41830.0
2009,female_population,Number,BD,42430.0
2010,number_of_new_cases_of_cervical_cancer,Number,BiH,424.0
2010,number_of_new_cases_of_female_breast_cancer,Number,BiH,876.0
2010,number_of_new_cases_of_syphilis,Number,BiH,22.0
2010,number_of_new_cases_of_gonorrhea,Number,BiH,4.0
2010,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,BiH,6.0
2010,number_of_new_cases_of_HIV,Number,BiH,7.0
2010,number_of_caesarean_sections,Number,BiH,3080.0
2010,number_of_beds_in_hospitals,Number,BiH,12967.0
2010,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,BiH,6540.0
2010,number_of_general_practitioners,Number,BiH,1209.0
2010,number_of_midwives,Number,BiH,1226.0
2010,number_of_new_cases_of_cervical_cancer,Number,FBiH,151.0
2010,number_of_new_cases_of_cervical_cancer_per_100000_female_population,Number,FBiH,12.64888619
2010,number_of_new_cases_of_female_breast_cancer,Number,FBiH,465.0
2010,number_of_new_cases_of_female_breast_cancer_per_100000,Number,FBiH,38.95186806
2010,number_of_new_cases_of_syphilis,Number,FBiH,7.0
2010,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,FBiH,3.0
2010,number_of_new_cases_of_HIV,Number,FBiH,3.0
2010,number_of_new_cases_of_HIV_per_100000_population,Number,FBiH,0.128333462
2010,number_of_caesarean_sections,Number,FBiH,3080.0
2010,number_of_caesarean_sections_per_1000_live_births,Number,FBiH,157.8
2010,number_of_beds_in_hospitals,Number,FBiH,8597.0
2010,number_of_beds_in_hospitals_per_100000_population,Number,FBiH,367.7609233
2010,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,FBiH,4355.0
2010,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,Number,FBiH,186.2974085
2010,number_of_general_practitioners,Number,FBiH,554.0
2010,number_of_population_per_general_practitioner,Number,FBiH,4219.602888
2010,number_of_midwives,Number,FBiH,831.0
2010,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,FBiH,2337660.0
2010,male_population,Number,FBiH,1143879.0
2010,female_population,Number,FBiH,1193781.0
2010,number_of_new_cases_of_cervical_cancer,Number,RS,273.0
2010,number_of_new_cases_of_cervical_cancer_per_100000_female_population,Number,RS,37.11690056
2010,number_of_new_cases_of_female_breast_cancer,Number,RS,411.0
2010,number_of_new_cases_of_female_breast_cancer_per_100000,Number,RS,55.87928986
2010,number_of_new_cases_of_syphilis,Number,RS,15.0
2010,number_of_new_cases_of_gonorrhea,Number,RS,4.0
2010,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,RS,3.0
2010,number_of_new_cases_of_HIV,Number,RS,4.0
2010,number_of_new_cases_of_HIV_per_100000_population,Number,RS,0.279127281
2010,number_of_caesarean_sections_per_1000_live_births,Number,RS,204.9
2010,number_of_beds_in_hospitals,Number,RS,4370.0
2010,number_of_beds_in_hospitals_per_100000_population,Number,RS,304.9465541
2010,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,RS,2185.0
2010,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,Number,RS,152.4732771
2010,number_of_general_practitioners,Number,RS,655.0
2010,number_of_population_per_general_practitioner,Number,RS,2187.844275
2010,number_of_midwives,Number,RS,395.0
2010,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,RS,1433038.0
2010,male_population,Number,RS,697524.0
2010,female_population,Number,RS,735514.0
2010,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,BD,83995.0
2010,male_population,Number,BD,41609.0
2010,female_population,Number,BD,42386.0
2011,number_of_new_cases_of_cervical_cancer,Number,BiH,299.0
2011,number_of_new_cases_of_female_breast_cancer,Number,BiH,852.0
2011,number_of_new_cases_of_syphilis,Number,BiH,30.0
2011,number_of_new_cases_of_gonorrhea,Number,BiH,2.0
2011,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,BiH,7.0
2011,number_of_new_cases_of_HIV,Number,BiH,25.0
2011,number_of_caesarean_sections,Number,BiH,4598.0
2011,number_of_beds_in_hospitals,Number,BiH,13001.0
2011,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,BiH,6729.0
2011,number_of_general_practitioners,Number,BiH,1179.0
2011,number_of_midwives,Number,BiH,1224.0
2011,number_of_new_cases_of_cervical_cancer,Number,FBiH,123.0
2011,number_of_new_cases_of_cervical_cancer_per_100000_female_population,Number,FBiH,10.31430972
2011,number_of_new_cases_of_female_breast_cancer,Number,FBiH,419.0
2011,number_of_new_cases_of_female_breast_cancer_per_100000,Number,FBiH,35.13573799
2011,number_of_new_cases_of_syphilis,Number,FBiH,5.0
2011,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,FBiH,5.0
2011,number_of_new_cases_of_HIV,Number,FBiH,20.0
2011,number_of_new_cases_of_HIV_per_100000_population,Number,FBiH,0.855333216
2011,number_of_caesarean_sections,Number,FBiH,4598.0
2011,number_of_caesarean_sections_per_1000_live_births,Number,FBiH,217.3
2011,number_of_beds_in_hospitals,Number,FBiH,8598.0
2011,number_of_beds_in_hospitals_per_100000_population,Number,FBiH,367.7077497
2011,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,FBiH,4443.0
2011,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,Number,FBiH,190.012274
2011,number_of_general_practitioners,Number,FBiH,516.0
2011,number_of_population_per_general_practitioner,Number,FBiH,4531.531008
2011,number_of_midwives,Number,FBiH,834.0
2011,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,FBiH,2338270.0
2011,male_population,Number,FBiH,1145752.0
2011,female_population,Number,FBiH,1192518.0
2011,number_of_new_cases_of_cervical_cancer,Number,RS,176.0
2011,number_of_new_cases_of_cervical_cancer_per_100000_female_population,Number,RS,23.98525997
2011,number_of_new_cases_of_female_breast_cancer,Number,RS,433.0
2011,number_of_new_cases_of_female_breast_cancer_per_100000,Number,RS,59.00919072
2011,number_of_new_cases_of_syphilis,Number,RS,25.0
2011,number_of_new_cases_of_gonorrhea,Number,RS,2.0
2011,number_of_new_cases_of_AIDS_clinically_diagnosed,Number,RS,2.0
2011,number_of_new_cases_of_HIV,Number,RS,5.0
2011,number_of_new_cases_of_HIV_per_100000_population,Number,RS,0.349731546
2011,number_of_caesarean_sections_per_1000_live_births,Number,RS,218.3
2011,number_of_beds_in_hospitals,Number,RS,4403.0
2011,number_of_beds_in_hospitals_per_100000_population,Number,RS,307.9735995
2011,number_of_medical_doctors_providing_health_care_in_public_institutions,Number,RS,2286.0
2011,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,Number,RS,159.8972629
2011,number_of_general_practitioners,Number,RS,663.0
2011,number_of_population_per_general_practitioner,Number,RS,2156.361991
2011,number_of_midwives,Number,RS,390.0
2011,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,RS,1429668.0
2011,male_population,Number,RS,695884.0
2011,female_population,Number,RS,733784.0
2011,total_population_(as_per_Public_Health_Institute_or_NSO_reports),Number,BD,83723.0
2011,male_population,Number,BD,41441.0
2011,female_population,Number,BD,42282.0
2012,number_of_new_cases_of_cervical_cancer,Number,BiH,174.0
2012,number_of_new_cases_of_female_breast_cancer,Number,BiH,488.0
2012,number_of_new_cases_of_syphilis,Number,BiH,18.0
