Year,CAUSE_OF_DEATH,UNIT_MEASURE,SEX,Value
2002,endocrine_metabolic_and_nutritional,NUMBER,_T,862.0
2002,mental_and_behavioural_disorders,NUMBER,_T,66.0
2002,diseases_of_the_nervous,NUMBER,_T,157.0
2002,diseases_of_the_eye,NUMBER,_T,1.0
2002,diseases_of_the_circulatory,NUMBER,_T,16.007
2002,diseases_of_the_respiratory,NUMBER,_T,817.0
2002,diseases_of_the_digestive,NUMBER,_T,820.0
2002,diseases_of_the_skin,NUMBER,_T,17.0
2002,diseases_of_the_musculoskeletal,NUMBER,_T,10.0
2002,diseases_of_the_genitourinary,NUMBER,_T,219.0
2002,pregnancy_childbirth_and_the,NUMBER,_T,3.0
2002,certain_conditions_originating,NUMBER,_T,226.0
2002,congenital_malformations_deformations,NUMBER,_T,56.0
2002,symptoms_signs_and_abnormal,NUMBER,_T,2983.0
2002,injuries_poisoning_and_consequences,NUMBER,_T,984.0
2002,external_causes_of_mortality,NUMBER,_T,242.0
2002,factors_influencing_health_status,NUMBER,_T,1.0
2002,unknown,NUMBER,_T,1790.0
2002,total,NUMBER,_T,30831.0
2002,infectious_and_parasitic,NUMBER,M,160.0
2002,neoplasms,NUMBER,M,3.201
2002,diseases_of_the_blood,NUMBER,M,11.0
2002,endocrine_metabolic_and_nutritional,NUMBER,M,300.0
2002,mental_and_behavioural_disorders,NUMBER,M,39.0
2002,diseases_of_the_nervous,NUMBER,M,87.0
2002,diseases_of_the_eye,NUMBER,M,1.0
2002,diseases_of_the_circulatory,NUMBER,M,7.544
2002,diseases_of_the_respiratory,NUMBER,M,478.0
2002,diseases_of_the_digestive,NUMBER,M,495.0
2002,diseases_of_the_skin,NUMBER,M,3.0
2002,diseases_of_the_musculoskeletal,NUMBER,M,2.0
2002,diseases_of_the_genitourinary,NUMBER,M,120.0
2002,pregnancy_childbirth_and_the,NUMBER,M,0.0
2002,certain_conditions_originating,NUMBER,M,128.0
2002,congenital_malformations_deformations,NUMBER,M,32.0
2002,symptoms_signs_and_abnormal,NUMBER,M,1535.0
2002,injuries_poisoning_and_consequences,NUMBER,M,751.0
2002,external_causes_of_mortality,NUMBER,M,180.0
2002,factors_influencing_health_status,NUMBER,M,1.0
2002,unknown,NUMBER,M,965.0
2002,total,NUMBER,M,16033.0
2002,infectious_and_parasitic,NUMBER,F,103.0
2002,neoplasms,NUMBER,F,2.087
2002,diseases_of_the_blood,NUMBER,F,8.0
2002,endocrine_metabolic_and_nutritional,NUMBER,F,562.0
2002,mental_and_behavioural_disorders,NUMBER,F,27.0
2002,diseases_of_the_nervous,NUMBER,F,70.0
2002,diseases_of_the_circulatory,NUMBER,F,8.463
2002,diseases_of_the_respiratory,NUMBER,F,339.0
2002,diseases_of_the_digestive,NUMBER,F,325.0
2002,diseases_of_the_skin,NUMBER,F,14.0
2002,diseases_of_the_musculoskeletal,NUMBER,F,8.0
2002,diseases_of_the_genitourinary,NUMBER,F,99.0
2002,pregnancy_childbirth_and_the,NUMBER,F,3.0
2002,certain_conditions_originating,NUMBER,F,98.0
2002,congenital_malformations_deformations,NUMBER,F,24.0
2002,symptoms_signs_and_abnormal,NUMBER,F,1448.0
2002,injuries_poisoning_and_consequences,NUMBER,F,233.0
2002,external_causes_of_mortality,NUMBER,F,62.0
2002,unknown,NUMBER,F,825.0
2002,total,NUMBER,F,14798.0
2003,neoplasms,NUMBER,_T,5.771
2003,diseases_of_the_circulatory,NUMBER,_T,16.99
2003,diseases_of_the_respiratory,NUMBER,_T,876.0
2003,diseases_of_the_digestive,NUMBER,_T,810.0
2003,symptoms_signs_and_abnormal,NUMBER,_T,3166.0
2003,injuries_poisoning_and_consequences,NUMBER,_T,950.0
2003,unknown,NUMBER,_T,770.0
2003,total,NUMBER,_T,29333.0
2003,neoplasms,NUMBER,M,3.499
2003,diseases_of_the_circulatory,NUMBER,M,8.001
2003,diseases_of_the_respiratory,NUMBER,M,542.0
2003,diseases_of_the_digestive,NUMBER,M,499.0
2003,symptoms_signs_and_abnormal,NUMBER,M,1612.0
2003,injuries_poisoning_and_consequences,NUMBER,M,706.0
2003,unknown,NUMBER,M,424.0
2003,total,NUMBER,M,15283.0
2003,neoplasms,NUMBER,F,2.272
2003,diseases_of_the_circulatory,NUMBER,F,8.989
2003,diseases_of_the_respiratory,NUMBER,F,334.0
2003,diseases_of_the_digestive,NUMBER,F,311.0
2003,symptoms_signs_and_abnormal,NUMBER,F,1554.0
2003,injuries_poisoning_and_consequences,NUMBER,F,244.0
2003,unknown,NUMBER,F,346.0
2003,total,NUMBER,F,14050.0
2004,infectious_and_parasitic,NUMBER,_T,255.0
2004,neoplasms,NUMBER,_T,5.709
2004,diseases_of_the_blood,NUMBER,_T,31.0
2004,endocrine_metabolic_and_nutritional,NUMBER,_T,993.0
2004,mental_and_behavioural_disorders,NUMBER,_T,104.0
2004,diseases_of_the_nervous,NUMBER,_T,251.0
2004,diseases_of_the_circulatory,NUMBER,_T,17.7
2004,diseases_of_the_respiratory,NUMBER,_T,907.0
2004,diseases_of_the_digestive,NUMBER,_T,839.0
2004,diseases_of_the_skin,NUMBER,_T,11.0
2004,diseases_of_the_musculoskeletal,NUMBER,_T,16.0
2004,diseases_of_the_genitourinary,NUMBER,_T,467.0
2004,pregnancy_childbirth_and_the,NUMBER,_T,1.0
2004,certain_conditions_originating,NUMBER,_T,163.0
2004,congenital_malformations_deformations,NUMBER,_T,42.0
2004,symptoms_signs_and_abnormal,NUMBER,_T,2723.0
2004,injuries_poisoning_and_consequences,NUMBER,_T,920.0
2004,external_causes_of_mortality,NUMBER,_T,273.0
2004,factors_influencing_health_status,NUMBER,_T,1.0
2004,unknown,NUMBER,_T,1210.0
2004,total,NUMBER,_T,32616.0
2004,infectious_and_parasitic,NUMBER,M,152.0
2004,neoplasms,NUMBER,M,3.398
2004,diseases_of_the_blood,NUMBER,M,10.0
2004,endocrine_metabolic_and_nutritional,NUMBER,M,377.0
2004,mental_and_behavioural_disorders,NUMBER,M,80.0
2004,diseases_of_the_nervous,NUMBER,M,126.0
2004,diseases_of_the_circulatory,NUMBER,M,8.262
2004,diseases_of_the_respiratory,NUMBER,M,551.0
2004,diseases_of_the_digestive,NUMBER,M,498.0
2004,diseases_of_the_skin,NUMBER,M,2.0
2004,diseases_of_the_musculoskeletal,NUMBER,M,9.0
2004,diseases_of_the_genitourinary,NUMBER,M,248.0
2004,certain_conditions_originating,NUMBER,M,101.0
2004,congenital_malformations_deformations,NUMBER,M,26.0
2004,symptoms_signs_and_abnormal,NUMBER,M,1399.0
2004,injuries_poisoning_and_consequences,NUMBER,M,691.0
2004,external_causes_of_mortality,NUMBER,M,198.0
2004,factors_influencing_health_status,NUMBER,M,1.0
2004,unknown,NUMBER,M,651.0
2004,total,NUMBER,M,16780.0
2004,infectious_and_parasitic,NUMBER,F,103.0
2004,neoplasms,NUMBER,F,2.311
2004,diseases_of_the_blood,NUMBER,F,21.0
2004,endocrine_metabolic_and_nutritional,NUMBER,F,616.0
2004,mental_and_behavioural_disorders,NUMBER,F,24.0
2004,diseases_of_the_nervous,NUMBER,F,125.0
2004,diseases_of_the_circulatory,NUMBER,F,9.438
2004,diseases_of_the_respiratory,NUMBER,F,356.0
2004,diseases_of_the_digestive,NUMBER,F,341.0
2004,diseases_of_the_skin,NUMBER,F,9.0
2004,diseases_of_the_musculoskeletal,NUMBER,F,7.0
2004,diseases_of_the_genitourinary,NUMBER,F,219.0
2004,pregnancy_childbirth_and_the,NUMBER,F,1.0
2004,certain_conditions_originating,NUMBER,F,62.0
2004,congenital_malformations_deformations,NUMBER,F,16.0
2004,symptoms_signs_and_abnormal,NUMBER,F,1324.0
2004,injuries_poisoning_and_consequences,NUMBER,F,229.0
2004,external_causes_of_mortality,NUMBER,F,75.0
2004,unknown,NUMBER,F,559.0
2004,total,NUMBER,F,15836.0
2005,neoplasms,NUMBER,_T,6.255
2005,diseases_of_the_circulatory,NUMBER,_T,17.915
2005,diseases_of_the_respiratory,NUMBER,_T,1242.0
2005,diseases_of_the_digestive,NUMBER,_T,818.0
2005,symptoms_signs_and_abnormal,NUMBER,_T,2394.0
2005,injuries_poisoning_and_consequences,NUMBER,_T,952.0
2005,total,NUMBER,_T,29576.0
2005,neoplasms,NUMBER,M,3.766
2005,diseases_of_the_circulatory,NUMBER,M,8.559
2005,diseases_of_the_respiratory,NUMBER,M,726.0
2005,diseases_of_the_digestive,NUMBER,M,491.0
2005,symptoms_signs_and_abnormal,NUMBER,M,1312.0
2005,injuries_poisoning_and_consequences,NUMBER,M,718.0
2005,total,NUMBER,M,15572.0
2005,neoplasms,NUMBER,F,2.489
2005,diseases_of_the_circulatory,NUMBER,F,9.356
2005,diseases_of_the_respiratory,NUMBER,F,516.0
2005,diseases_of_the_digestive,NUMBER,F,327.0
2005,symptoms_signs_and_abnormal,NUMBER,F,1082.0
2005,injuries_poisoning_and_consequences,NUMBER,F,234.0
2005,total,NUMBER,F,14004.0
2006,infectious_and_parasitic,NUMBER,_T,237.0
2006,neoplasms,NUMBER,_T,6.252
2006,diseases_of_the_blood,NUMBER,_T,20.0
2006,endocrine_metabolic_and_nutritional,NUMBER,_T,1.537
2006,mental_and_behavioural_disorders,NUMBER,_T,118.0
2006,diseases_of_the_nervous,NUMBER,_T,298.0
2006,diseases_of_the_eye,NUMBER,_T,1.0
2006,diseases_of_the_circulatory,NUMBER,_T,16.967
2006,diseases_of_the_respiratory,NUMBER,_T,1132.0
2006,diseases_of_the_digestive,NUMBER,_T,826.0
2006,diseases_of_the_skin,NUMBER,_T,11.0
2006,diseases_of_the_musculoskeletal,NUMBER,_T,16.0
2006,diseases_of_the_genitourinary,NUMBER,_T,547.0
2006,pregnancy_childbirth_and_the,NUMBER,_T,3.0
2006,certain_conditions_originating,NUMBER,_T,185.0
2006,congenital_malformations_deformations,NUMBER,_T,56.0
2006,symptoms_signs_and_abnormal,NUMBER,_T,2744.0
2006,injuries_poisoning_and_consequences,NUMBER,_T,1017.0
2006,external_causes_of_mortality,NUMBER,_T,212.0
2006,factors_influencing_health_status,NUMBER,_T,1.0
2006,unknown,NUMBER,_T,1041.0
2006,total,NUMBER,_T,33221.0
2006,infectious_and_parasitic,NUMBER,M,147.0
2006,neoplasms,NUMBER,M,3.697
2006,diseases_of_the_blood,NUMBER,M,9.0
2006,endocrine_metabolic_and_nutritional,NUMBER,M,598.0
2006,mental_and_behavioural_disorders,NUMBER,M,88.0
2006,diseases_of_the_nervous,NUMBER,M,174.0
2006,diseases_of_the_circulatory,NUMBER,M,7.941
2006,diseases_of_the_respiratory,NUMBER,M,677.0
2006,diseases_of_the_digestive,NUMBER,M,493.0
2006,diseases_of_the_skin,NUMBER,M,6.0
2006,diseases_of_the_musculoskeletal,NUMBER,M,3.0
2006,diseases_of_the_genitourinary,NUMBER,M,293.0
2006,certain_conditions_originating,NUMBER,M,118.0
2006,congenital_malformations_deformations,NUMBER,M,32.0
2006,symptoms_signs_and_abnormal,NUMBER,M,1527.0
2006,injuries_poisoning_and_consequences,NUMBER,M,775.0
2006,external_causes_of_mortality,NUMBER,M,152.0
2006,unknown,NUMBER,M,578.0
2006,total,NUMBER,M,17308.0
2006,infectious_and_parasitic,NUMBER,F,90.0
2006,neoplasms,NUMBER,F,2.555
2006,diseases_of_the_blood,NUMBER,F,11.0
2006,endocrine_metabolic_and_nutritional,NUMBER,F,939.0
2006,mental_and_behavioural_disorders,NUMBER,F,30.0
2006,diseases_of_the_nervous,NUMBER,F,124.0
2006,diseases_of_the_eye,NUMBER,F,1.0
2006,diseases_of_the_circulatory,NUMBER,F,9.026
2006,diseases_of_the_respiratory,NUMBER,F,455.0
2006,diseases_of_the_digestive,NUMBER,F,333.0
2006,diseases_of_the_skin,NUMBER,F,5.0
2006,diseases_of_the_musculoskeletal,NUMBER,F,13.0
2006,diseases_of_the_genitourinary,NUMBER,F,254.0
2006,pregnancy_childbirth_and_the,NUMBER,F,3.0
2006,certain_conditions_originating,NUMBER,F,67.0
2006,congenital_malformations_deformations,NUMBER,F,24.0
2006,symptoms_signs_and_abnormal,NUMBER,F,1217.0
2006,injuries_poisoning_and_consequences,NUMBER,F,242.0
2006,external_causes_of_mortality,NUMBER,F,60.0
2006,factors_influencing_health_status,NUMBER,F,1.0
2006,unknown,NUMBER,F,463.0
2006,total,NUMBER,F,15913.0
2007,infectious_and_parasitic,NUMBER,_T,250.0
2007,neoplasms,NUMBER,_T,6.713
2007,diseases_of_the_blood,NUMBER,_T,54.0
2007,endocrine_metabolic_and_nutritional,NUMBER,_T,1.582
2007,mental_and_behavioural_disorders,NUMBER,_T,162.0
2007,diseases_of_the_nervous,NUMBER,_T,317.0
2007,diseases_of_the_eye,NUMBER,_T,1.0
2007,diseases_of_the_circulatory,NUMBER,_T,18.516
2007,diseases_of_the_respiratory,NUMBER,_T,1145.0
2007,diseases_of_the_digestive,NUMBER,_T,924.0
2007,diseases_of_the_skin,NUMBER,_T,10.0
2007,diseases_of_the_musculoskeletal,NUMBER,_T,32.0
2007,diseases_of_the_genitourinary,NUMBER,_T,558.0
2007,pregnancy_childbirth_and_the,NUMBER,_T,1.0
2007,certain_conditions_originating,NUMBER,_T,133.0
2007,congenital_malformations_deformations,NUMBER,_T,54.0
2007,symptoms_signs_and_abnormal,NUMBER,_T,2219.0
2007,injuries_poisoning_and_consequences,NUMBER,_T,1030.0
2007,external_causes_of_mortality,NUMBER,_T,267.0
2007,unknown,NUMBER,_T,1076.0
2007,total,NUMBER,_T,35044.0
2007,infectious_and_parasitic,NUMBER,M,164.0
2007,neoplasms,NUMBER,M,3.983
2007,diseases_of_the_blood,NUMBER,M,22.0
2007,endocrine_metabolic_and_nutritional,NUMBER,M,609.0
2007,mental_and_behavioural_disorders,NUMBER,M,113.0
2007,diseases_of_the_nervous,NUMBER,M,161.0
2007,diseases_of_the_eye,NUMBER,M,1.0
2007,diseases_of_the_circulatory,NUMBER,M,8.697
2007,diseases_of_the_respiratory,NUMBER,M,664.0
2007,diseases_of_the_digestive,NUMBER,M,570.0
2007,diseases_of_the_skin,NUMBER,M,4.0
2007,diseases_of_the_musculoskeletal,NUMBER,M,9.0
2007,diseases_of_the_genitourinary,NUMBER,M,320.0
2007,pregnancy_childbirth_and_the,NUMBER,M,0.0
2007,certain_conditions_originating,NUMBER,M,79.0
2007,congenital_malformations_deformations,NUMBER,M,28.0
2007,symptoms_signs_and_abnormal,NUMBER,M,1143.0
2007,injuries_poisoning_and_consequences,NUMBER,M,766.0
2007,external_causes_of_mortality,NUMBER,M,199.0
2007,unknown,NUMBER,M,622.0
2007,total,NUMBER,M,18154.0
2007,infectious_and_parasitic,NUMBER,F,86.0
2007,neoplasms,NUMBER,F,2.73
2007,diseases_of_the_blood,NUMBER,F,32.0
2007,endocrine_metabolic_and_nutritional,NUMBER,F,973.0
2007,mental_and_behavioural_disorders,NUMBER,F,49.0
2007,diseases_of_the_nervous,NUMBER,F,156.0
2007,diseases_of_the_circulatory,NUMBER,F,9.819
2007,diseases_of_the_respiratory,NUMBER,F,481.0
2007,diseases_of_the_digestive,NUMBER,F,354.0
2007,diseases_of_the_skin,NUMBER,F,6.0
2007,diseases_of_the_musculoskeletal,NUMBER,F,23.0
2007,diseases_of_the_genitourinary,NUMBER,F,238.0
2007,pregnancy_childbirth_and_the,NUMBER,F,1.0
2007,certain_conditions_originating,NUMBER,F,54.0
2007,congenital_malformations_deformations,NUMBER,F,26.0
2007,symptoms_signs_and_abnormal,NUMBER,F,1076.0
2007,injuries_poisoning_and_consequences,NUMBER,F,264.0
2007,external_causes_of_mortality,NUMBER,F,68.0
2007,unknown,NUMBER,F,454.0
2007,total,NUMBER,F,16890.0
2008,infectious_and_parasitic,NUMBER,_T,275.0
2008,neoplasms,NUMBER,_T,6.734
2008,diseases_of_the_blood,NUMBER,_T,37.0
2008,endocrine_metabolic_and_nutritional,NUMBER,_T,1.563
2008,mental_and_behavioural_disorders,NUMBER,_T,169.0
2008,diseases_of_the_nervous,NUMBER,_T,287.0
2008,diseases_of_the_eye,NUMBER,_T,1.0
2008,diseases_of_the_circulatory,NUMBER,_T,17.988
2008,diseases_of_the_respiratory,NUMBER,_T,1035.0
2008,diseases_of_the_digestive,NUMBER,_T,846.0
2008,diseases_of_the_skin,NUMBER,_T,10.0
2008,diseases_of_the_musculoskeletal,NUMBER,_T,40.0
2008,diseases_of_the_genitourinary,NUMBER,_T,571.0
2008,pregnancy_childbirth_and_the,NUMBER,_T,4.0
2008,certain_conditions_originating,NUMBER,_T,136.0
2008,congenital_malformations_deformations,NUMBER,_T,61.0
2008,symptoms_signs_and_abnormal,NUMBER,_T,2028.0
2008,injuries_poisoning_and_consequences,NUMBER,_T,1200.0
2008,external_causes_of_mortality,NUMBER,_T,2.0
2008,unknown,NUMBER,_T,1039.0
2008,total,NUMBER,_T,34026.0
2008,infectious_and_parasitic,NUMBER,M,170.0
2008,neoplasms,NUMBER,M,4.053
2008,diseases_of_the_blood,NUMBER,M,16.0
2008,endocrine_metabolic_and_nutritional,NUMBER,M,618.0
2008,mental_and_behavioural_disorders,NUMBER,M,127.0
2008,diseases_of_the_nervous,NUMBER,M,167.0
2008,diseases_of_the_circulatory,NUMBER,M,8.385
2008,diseases_of_the_respiratory,NUMBER,M,627.0
2008,diseases_of_the_digestive,NUMBER,M,512.0
2008,diseases_of_the_skin,NUMBER,M,3.0
2008,diseases_of_the_musculoskeletal,NUMBER,M,14.0
2008,diseases_of_the_genitourinary,NUMBER,M,306.0
2008,certain_conditions_originating,NUMBER,M,75.0
2008,congenital_malformations_deformations,NUMBER,M,32.0
2008,symptoms_signs_and_abnormal,NUMBER,M,1052.0
2008,injuries_poisoning_and_consequences,NUMBER,M,942.0
2008,external_causes_of_mortality,NUMBER,M,2.0
2008,unknown,NUMBER,M,586.0
2008,total,NUMBER,M,17687.0
2008,infectious_and_parasitic,NUMBER,F,105.0
2008,neoplasms,NUMBER,F,2.681
2008,diseases_of_the_blood,NUMBER,F,21.0
2008,endocrine_metabolic_and_nutritional,NUMBER,F,945.0
2008,mental_and_behavioural_disorders,NUMBER,F,42.0
2008,diseases_of_the_nervous,NUMBER,F,120.0
2008,diseases_of_the_eye,NUMBER,F,1.0
2008,diseases_of_the_circulatory,NUMBER,F,9.603
2008,diseases_of_the_respiratory,NUMBER,F,408.0
2008,diseases_of_the_digestive,NUMBER,F,334.0
2008,diseases_of_the_skin,NUMBER,F,7.0
2008,diseases_of_the_musculoskeletal,NUMBER,F,26.0
2008,diseases_of_the_genitourinary,NUMBER,F,265.0
2008,pregnancy_childbirth_and_the,NUMBER,F,4.0
2008,certain_conditions_originating,NUMBER,F,61.0
2008,congenital_malformations_deformations,NUMBER,F,29.0
2008,symptoms_signs_and_abnormal,NUMBER,F,976.0
2008,injuries_poisoning_and_consequences,NUMBER,F,258.0
2008,unknown,NUMBER,F,453.0
2008,total,NUMBER,F,16339.0
2009,infectious_and_parasitic,NUMBER,_T,287.0
2009,neoplasms,NUMBER,_T,6.97
2009,diseases_of_the_blood,NUMBER,_T,41.0
2009,endocrine_metabolic_and_nutritional,NUMBER,_T,1.999
2009,mental_and_behavioural_disorders,NUMBER,_T,191.0
2009,diseases_of_the_nervous,NUMBER,_T,319.0
2009,diseases_of_the_circulatory,NUMBER,_T,18.295
2009,diseases_of_the_respiratory,NUMBER,_T,1133.0
2009,diseases_of_the_digestive,NUMBER,_T,936.0
2009,diseases_of_the_skin,NUMBER,_T,9.0
2009,diseases_of_the_musculoskeletal,NUMBER,_T,35.0
2009,diseases_of_the_genitourinary,NUMBER,_T,588.0
2009,pregnancy_childbirth_and_the,NUMBER,_T,1.0
2009,certain_conditions_originating,NUMBER,_T,144.0
2009,congenital_malformations_deformations,NUMBER,_T,61.0
2009,symptoms_signs_and_abnormal,NUMBER,_T,1985.0
2009,injuries_poisoning_and_consequences,NUMBER,_T,1256.0
2009,external_causes_of_mortality,NUMBER,_T,2.0
2009,factors_influencing_health_status,NUMBER,_T,2.0
2009,unknown,NUMBER,_T,650.0
2009,total,NUMBER,_T,34904.0
2009,infectious_and_parasitic,NUMBER,M,180.0
2009,neoplasms,NUMBER,M,4.118
2009,diseases_of_the_blood,NUMBER,M,17.0
2009,endocrine_metabolic_and_nutritional,NUMBER,M,766.0
2009,mental_and_behavioural_disorders,NUMBER,M,127.0
2009,diseases_of_the_nervous,NUMBER,M,167.0
2009,diseases_of_the_circulatory,NUMBER,M,8.586
2009,diseases_of_the_respiratory,NUMBER,M,644.0
2009,diseases_of_the_digestive,NUMBER,M,559.0
2009,diseases_of_the_skin,NUMBER,M,4.0
2009,diseases_of_the_musculoskeletal,NUMBER,M,8.0
2009,diseases_of_the_genitourinary,NUMBER,M,299.0
2009,certain_conditions_originating,NUMBER,M,76.0
2009,congenital_malformations_deformations,NUMBER,M,31.0
2009,symptoms_signs_and_abnormal,NUMBER,M,1012.0
2009,injuries_poisoning_and_consequences,NUMBER,M,941.0
2009,external_causes_of_mortality,NUMBER,M,2.0
2009,factors_influencing_health_status,NUMBER,M,1.0
2009,unknown,NUMBER,M,346.0
2009,total,NUMBER,M,17884.0
2009,infectious_and_parasitic,NUMBER,F,107.0
2009,neoplasms,NUMBER,F,2.852
2009,diseases_of_the_blood,NUMBER,F,24.0
2009,endocrine_metabolic_and_nutritional,NUMBER,F,1.233
2009,mental_and_behavioural_disorders,NUMBER,F,64.0
2009,diseases_of_the_nervous,NUMBER,F,152.0
2009,diseases_of_the_circulatory,NUMBER,F,9.709
2009,diseases_of_the_respiratory,NUMBER,F,489.0
2009,diseases_of_the_digestive,NUMBER,F,377.0
2009,diseases_of_the_skin,NUMBER,F,5.0
2009,diseases_of_the_musculoskeletal,NUMBER,F,27.0
2009,diseases_of_the_genitourinary,NUMBER,F,289.0
2009,pregnancy_childbirth_and_the,NUMBER,F,1.0
2009,certain_conditions_originating,NUMBER,F,68.0
