Year,UNIT_MEASURE,Sex,AGE,Municipality,Value
2013,Number,M,Total,Konjic,12360.0
2013,Number,F,Total,Konjic,12788.0
2013,Number,Both sexes,Total,Kostajnica,5977.0
2013,Number,M,Total,Kostajnica,2967.0
2013,Number,F,Total,Kostajnica,3010.0
2013,Number,Both sexes,Total,Kotor Varoš,19710.0
2013,Number,M,Total,Kotor Varoš,9818.0
2013,Number,F,Total,Kotor Varoš,9892.0
2013,Number,Both sexes,Total,Kozarska Dubica,21524.0
2013,Number,M,Total,Kozarska Dubica,10516.0
2013,Number,F,Total,Kozarska Dubica,11008.0
2013,Number,Both sexes,Total,Kreševo,5273.0
2013,Number,M,Total,Kreševo,2597.0
2013,Number,F,Total,Kreševo,2676.0
2013,Number,Both sexes,Total,Krupa Na Uni,1597.0
2013,Number,M,Total,Krupa Na Uni,862.0
2013,Number,F,Total,Krupa Na Uni,735.0
2013,Number,Both sexes,Total,Kupres - FBIH,5057.0
2013,Number,M,Total,Kupres - FBIH,2541.0
2013,Number,F,Total,Kupres - FBIH,2516.0
2013,Number,Both sexes,Total,Kupres - RS,300.0
2013,Number,M,Total,Kupres - RS,160.0
2013,Number,F,Total,Kupres - RS,140.0
2013,Number,Both sexes,Total,Laktaši,34966.0
2013,Number,M,Total,Laktaši,17320.0
2013,Number,F,Total,Laktaši,17646.0
2013,Number,Both sexes,Total,Livno,34133.0
2013,Number,M,Total,Livno,17024.0
2013,Number,F,Total,Livno,17109.0
2013,Number,Both sexes,Total,Lopare,15357.0
2013,Number,M,Total,Lopare,7749.0
2013,Number,F,Total,Lopare,7608.0
2013,Number,Both sexes,Total,Lukavac,44520.0
2013,Number,M,Total,Lukavac,21786.0
2013,Number,F,Total,Lukavac,22734.0
2013,Number,Both sexes,Total,Ljubinje,3511.0
2013,Number,M,Total,Ljubinje,1725.0
2013,Number,F,Total,Ljubinje,1786.0
2013,Number,Both sexes,Total,Ljubuški,28184.0
2013,Number,M,Total,Ljubuški,14022.0
2013,Number,F,Total,Ljubuški,14162.0
2013,Number,Both sexes,Total,Maglaj,23146.0
2013,Number,M,Total,Maglaj,11430.0
2013,Number,F,Total,Maglaj,11716.0
2013,Number,Both sexes,Total,Milići,11441.0
2013,Number,M,Total,Milići,5798.0
2013,Number,F,Total,Milići,5643.0
2013,Number,Both sexes,Total,Modriča,25720.0
2013,Number,M,Total,Modriča,12561.0
2013,Number,F,Total,Modriča,13159.0
2013,Number,Both sexes,Total,Mostar,105797.0
2013,Number,M,Total,Mostar,51210.0
2013,Number,F,Total,Mostar,54587.0
2013,Number,Both sexes,Total,Mrkonjić Grad,16671.0
2013,Number,M,Total,Mrkonjić Grad,8096.0
2013,Number,F,Total,Mrkonjić Grad,8575.0
2013,Number,Both sexes,Total,Neum,4653.0
2013,Number,M,Total,Neum,2344.0
2013,Number,F,Total,Neum,2309.0
2013,Number,Both sexes,Total,Nevesinje,12961.0
2013,Number,M,Total,Nevesinje,6462.0
2013,Number,F,Total,Nevesinje,6499.0
2013,Number,Both sexes,Total,Novi Grad,27115.0
2013,Number,M,Total,Novi Grad,13594.0
2013,Number,F,Total,Novi Grad,13521.0
2013,Number,Both sexes,Total,Sarajevo - Novi Grad,118553.0
2013,Number,M,Total,Sarajevo - Novi Grad,55735.0
2013,Number,F,Total,Sarajevo - Novi Grad,62818.0
2013,Number,Both sexes,Total,Novi Travnik,23832.0
2013,Number,M,Total,Novi Travnik,11862.0
2013,Number,F,Total,Novi Travnik,11970.0
2013,Number,Both sexes,Total,Novo Goražde,3117.0
2013,Number,M,Total,Novo Goražde,1618.0
2013,Number,F,Total,Novo Goražde,1499.0
2013,Number,Both sexes,Total,Sarajevo - Novo Sarajevo,64814.0
2013,Number,M,Total,Sarajevo - Novo Sarajevo,29580.0
2013,Number,F,Total,Sarajevo - Novo Sarajevo,35234.0
2013,Number,Both sexes,Total,Odžak,18821.0
2013,Number,M,Total,Odžak,9373.0
2013,Number,F,Total,Odžak,9448.0
2013,Number,Both sexes,Total,Olovo,10175.0
2013,Number,M,Total,Olovo,5084.0
2013,Number,F,Total,Olovo,5091.0
2013,Number,Both sexes,Total,Orašje,19861.0
2013,Number,M,Total,Orašje,10059.0
2013,Number,F,Total,Orašje,9802.0
2013,Number,Both sexes,Total,Osmaci,6016.0
2013,Number,M,Total,Osmaci,3065.0
2013,Number,F,Total,Osmaci,2951.0
2013,Number,Both sexes,Total,Oštra Luka,2786.0
2013,Number,M,Total,Oštra Luka,1440.0
2013,Number,F,Total,Oštra Luka,1346.0
2013,Number,Both sexes,Total,Pale - FBIH,904.0
2013,Number,M,Total,Pale - FBIH,456.0
2013,Number,F,Total,Pale - FBIH,448.0
2013,Number,Both sexes,Total,Pale - RS,20909.0
2013,Number,M,Total,Pale - RS,10038.0
2013,Number,F,Total,Pale - RS,10871.0
2013,Number,Both sexes,Total,Pelagićevo,5220.0
2013,Number,M,Total,Pelagićevo,2609.0
2013,Number,F,Total,Pelagićevo,2611.0
2013,Number,Both sexes,Total,Petrovac,361.0
2013,Number,M,Total,Petrovac,172.0
2013,Number,F,Total,Petrovac,189.0
2013,Number,Both sexes,Total,Petrovo,6474.0
2013,Number,M,Total,Petrovo,3124.0
2013,Number,F,Total,Petrovo,3350.0
2013,Number,Both sexes,Total,Posušje,20477.0
2013,Number,M,Total,Posušje,10287.0
2013,Number,F,Total,Posušje,10190.0
2013,Number,Both sexes,Total,Prijedor,89397.0
2013,Number,M,Total,Prijedor,43863.0
2013,Number,F,Total,Prijedor,45534.0
2013,Number,Both sexes,Total,Prnjavor,35956.0
2013,Number,M,Total,Prnjavor,17572.0
2013,Number,F,Total,Prnjavor,18384.0
2013,Number,Both sexes,Total,Prozor,14280.0
2013,Number,M,Total,Prozor,7210.0
2013,Number,F,Total,Prozor,7070.0
2013,Number,Both sexes,Total,Ravno,3219.0
2013,Number,M,Total,Ravno,1657.0
2013,Number,F,Total,Ravno,1562.0
2013,Number,Both sexes,Total,Ribnik,6048.0
2013,Number,M,Total,Ribnik,3009.0
2013,Number,F,Total,Ribnik,3039.0
2013,Number,Both sexes,Total,Rogatica,10723.0
2013,Number,M,Total,Rogatica,5270.0
2013,Number,F,Total,Rogatica,5453.0
2013,Number,Both sexes,Total,Rudo,7963.0
2013,Number,M,Total,Rudo,4050.0
2013,Number,F,Total,Rudo,3913.0
2013,Number,Both sexes,Total,Sanski Most,41475.0
2013,Number,M,Total,Sanski Most,20826.0
2013,Number,F,Total,Sanski Most,20649.0
2013,Number,Both sexes,Total,Sapna,11178.0
2013,Number,M,Total,Sapna,5739.0
2013,Number,F,Total,Sapna,5439.0
2013,Number,Both sexes,Total,Sokolac,12021.0
2013,Number,M,Total,Sokolac,5919.0
2013,Number,F,Total,Sokolac,6102.0
2013,Number,Both sexes,Total,Srbac,17587.0
2013,Number,M,Total,Srbac,8623.0
2013,Number,F,Total,Srbac,8964.0
2013,Number,Both sexes,Total,Srebrenica,13409.0
2013,Number,M,Total,Srebrenica,6602.0
2013,Number,F,Total,Srebrenica,6807.0
2013,Number,Both sexes,Total,Srebrenik,39678.0
2013,Number,M,Total,Srebrenik,19348.0
2013,Number,F,Total,Srebrenik,20330.0
2013,Number,Both sexes,Total,Sarajevo - Stari Grad,36976.0
2013,Number,M,Total,Sarajevo - Stari Grad,17482.0
2013,Number,F,Total,Sarajevo - Stari Grad,19494.0
2013,Number,Both sexes,Total,Stolac,14502.0
2013,Number,M,Total,Stolac,7326.0
2013,Number,F,Total,Stolac,7176.0
2013,Number,Both sexes,Total,Šamac,17273.0
2013,Number,M,Total,Šamac,8385.0
2013,Number,F,Total,Šamac,8888.0
2013,Number,Both sexes,Total,Šekovići,6761.0
2013,Number,M,Total,Šekovići,3360.0
2013,Number,F,Total,Šekovići,3401.0
2013,Number,Both sexes,Total,Šipovo,10293.0
2013,Number,M,Total,Šipovo,5221.0
2013,Number,F,Total,Šipovo,5072.0
2013,Number,Both sexes,Total,Široki Brijeg,28929.0
2013,Number,M,Total,Široki Brijeg,14381.0
2013,Number,F,Total,Široki Brijeg,14548.0
2013,Number,Both sexes,Total,Teočak,7424.0
2013,Number,M,Total,Teočak,3767.0
2013,Number,F,Total,Teočak,3657.0
2013,Number,Both sexes,Total,Teslić,38536.0
2013,Number,M,Total,Teslić,18679.0
2013,Number,F,Total,Teslić,19857.0
2013,Number,Both sexes,Total,Tešanj,43063.0
2013,Number,M,Total,Tešanj,21376.0
2013,Number,F,Total,Tešanj,21687.0
2013,Number,Both sexes,Total,Tomislavgrad,31592.0
2013,Number,M,Total,Tomislavgrad,16055.0
2013,Number,F,Total,Tomislavgrad,15537.0
2013,Number,Both sexes,Total,Travnik,53482.0
2013,Number,M,Total,Travnik,26574.0
2013,Number,F,Total,Travnik,26908.0
2013,Number,Both sexes,Total,Trebinje,29198.0
2013,Number,M,Total,Trebinje,14251.0
2013,Number,F,Total,Trebinje,14947.0
2013,Number,Both sexes,Total,Trnovo - FBIH,1502.0
2013,Number,M,Total,Trnovo - FBIH,735.0
2013,Number,F,Total,Trnovo - FBIH,767.0
2013,Number,Both sexes,Total,Trnovo - RS,2050.0
2013,Number,M,Total,Trnovo - RS,989.0
2013,Number,F,Total,Trnovo - RS,1061.0
2013,Number,Both sexes,Total,Tuzla,110979.0
2013,Number,M,Total,Tuzla,52745.0
2013,Number,F,Total,Tuzla,58234.0
2013,Number,Both sexes,Total,Ugljevik,15710.0
2013,Number,M,Total,Ugljevik,7937.0
2013,Number,F,Total,Ugljevik,7773.0
2013,Number,Both sexes,Total,Usora,6603.0
2013,Number,M,Total,Usora,3266.0
2013,Number,F,Total,Usora,3337.0
2013,Number,Both sexes,Total,Vareš,8892.0
2013,Number,M,Total,Vareš,4373.0
2013,Number,F,Total,Vareš,4519.0
2013,Number,Both sexes,Total,Velika Kladuša,40419.0
2013,Number,M,Total,Velika Kladuša,19889.0
2013,Number,F,Total,Velika Kladuša,20530.0
2013,Number,Both sexes,Total,Visoko,39938.0
2013,Number,M,Total,Visoko,19705.0
2013,Number,F,Total,Visoko,20233.0
2013,Number,Both sexes,Total,Višegrad,10668.0
2013,Number,M,Total,Višegrad,5106.0
2013,Number,F,Total,Višegrad,5562.0
2013,Number,Both sexes,Total,Vitez,25836.0
2013,Number,M,Total,Vitez,12767.0
2013,Number,F,Total,Vitez,13069.0
2013,Number,Both sexes,Total,Vlasenica,11467.0
2013,Number,M,Total,Vlasenica,5638.0
2013,Number,F,Total,Vlasenica,5829.0
2013,Number,Both sexes,Total,Sarajevo - Vogošća,26343.0
2013,Number,M,Total,Sarajevo - Vogošća,12606.0
2013,Number,F,Total,Sarajevo - Vogošća,13737.0
2013,Number,Both sexes,Total,Vukosavlje,4667.0
2013,Number,M,Total,Vukosavlje,2340.0
2013,Number,F,Total,Vukosavlje,2327.0
2013,Number,Both sexes,Total,Zavidovići,35988.0
2013,Number,M,Total,Zavidovići,17883.0
2013,Number,F,Total,Zavidovići,18105.0
2013,Number,Both sexes,Total,Zenica,110663.0
2013,Number,M,Total,Zenica,54660.0
2013,Number,F,Total,Zenica,56003.0
2013,Number,Both sexes,Total,Zvornik,58856.0
2013,Number,M,Total,Zvornik,29270.0
2013,Number,F,Total,Zvornik,29586.0
2013,Number,Both sexes,Total,Žepče,30219.0
2013,Number,M,Total,Žepče,15335.0
2013,Number,F,Total,Žepče,14884.0
2013,Number,Both sexes,Total,Živinice,57765.0
2013,Number,M,Total,Živinice,28714.0
2013,Number,F,Total,Živinice,29051.0
2013,Number,Both sexes,0-4,Banja Luka,9610.0
2013,Number,M,0-4,Banja Luka,4898.0
2013,Number,F,0-4,Banja Luka,4712.0
2013,Number,Both sexes,0-4,Banovići,1206.0
2013,Number,M,0-4,Banovići,614.0
2013,Number,F,0-4,Banovići,592.0
2013,Number,Both sexes,0-4,Berkovići,93.0
2013,Number,M,0-4,Berkovići,45.0
2013,Number,F,0-4,Berkovići,48.0
2013,Number,Both sexes,0-4ać,2652,
2013,Number,M,0-4ać,1361,
2013,Number,F,0-4ać,1291,
2013,Number,Both sexes,0-4,Bijeljina,5080.0
2013,Number,M,0-4,Bijeljina,2637.0
2013,Number,F,0-4,Bijeljina,2443.0
2013,Number,Both sexes,0-4,Bileća,487.0
2013,Number,M,0-4,Bileća,255.0
2013,Number,F,0-4,Bileća,232.0
2013,Number,Both sexes,0-4,Bosanska Krupa,1423.0
2013,Number,M,0-4,Bosanska Krupa,735.0
2013,Number,F,0-4,Bosanska Krupa,688.0
2013,Number,Both sexes,0-4,Bosanski Petrovac,249.0
2013,Number,M,0-4,Bosanski Petrovac,126.0
2013,Number,F,0-4,Bosanski Petrovac,123.0
2013,Number,Both sexes,0-4,Bosansko Grahovo,69.0
2013,Number,M,0-4,Bosansko Grahovo,39.0
2013,Number,F,0-4,Bosansko Grahovo,30.0
2013,Number,Both sexes,0-4,Bratunac,948.0
2013,Number,M,0-4,Bratunac,509.0
2013,Number,F,0-4,Bratunac,439.0
2013,Number,Both sexes,0-4,Brčko,4165.0
2013,Number,M,0-4,Brčko,2178.0
2013,Number,F,0-4,Brčko,1987.0
2013,Number,Both sexes,0-4,Breza,698.0
2013,Number,M,0-4,Breza,348.0
2013,Number,F,0-4,Breza,350.0
2013,Number,Both sexes,0-4,Brod,771.0
2013,Number,M,0-4,Brod,402.0
2013,Number,F,0-4,Brod,369.0
2013,Number,Both sexes,0-4,Bugojno,1484.0
2013,Number,M,0-4,Bugojno,786.0
2013,Number,F,0-4,Bugojno,698.0
2013,Number,Both sexes,0-4,Busovača,961.0
2013,Number,M,0-4,Busovača,494.0
2013,Number,F,0-4,Busovača,467.0
2013,Number,Both sexes,0-4,Bužim,1405.0
2013,Number,M,0-4,Bužim,732.0
2013,Number,F,0-4,Bužim,673.0
2013,Number,Both sexes,0-4,Cazin,3940.0
2013,Number,M,0-4,Cazin,2050.0
2013,Number,F,0-4,Cazin,1890.0
2013,Number,Both sexes,0-4,Sarajevo - Centar,2588.0
2013,Number,M,0-4,Sarajevo - Centar,1308.0
2013,Number,F,0-4,Sarajevo - Centar,1280.0
2013,Number,Both sexes,0-4,Čajniče,185.0
2013,Number,M,0-4,Čajniče,85.0
2013,Number,F,0-4,Čajniče,100.0
2013,Number,Both sexes,0-4,Čapljina,1233.0
2013,Number,M,0-4,Čapljina,628.0
2013,Number,F,0-4,Čapljina,605.0
2013,Number,Both sexes,0-4,Čelić,475.0
2013,Number,M,0-4,Čelić,229.0
2013,Number,F,0-4,Čelić,246.0
2013,Number,Both sexes,0-4,Čelinac,769.0
2013,Number,M,0-4,Čelinac,399.0
2013,Number,F,0-4,Čelinac,370.0
2013,Number,Both sexes,0-4,Čitluk,1002.0
2013,Number,M,0-4,Čitluk,480.0
2013,Number,F,0-4,Čitluk,522.0
2013,Number,Both sexes,0-4,Derventa,1170.0
2013,Number,M,0-4,Derventa,580.0
2013,Number,F,0-4,Derventa,590.0
2013,Number,Both sexes,0-4,Doboj,3330.0
2013,Number,M,0-4,Doboj,1695.0
2013,Number,F,0-4,Doboj,1635.0
2013,Number,Both sexes,0-4,Doboj-Istok,541.0
2013,Number,M,0-4,Doboj-Istok,292.0
2013,Number,F,0-4,Doboj-Istok,249.0
2013,Number,Both sexes,0-4,Doboj-Jug,235.0
2013,Number,M,0-4,Doboj-Jug,120.0
2013,Number,F,0-4,Doboj-Jug,115.0
2013,Number,Both sexes,0-4,Dobretići,30.0
2013,Number,M,0-4,Dobretići,18.0
2013,Number,F,0-4,Dobretići,12.0
2013,Number,Both sexes,0-4,Domaljevac-Šamac,163.0
2013,Number,M,0-4,Domaljevac-Šamac,89.0
2013,Number,F,0-4,Domaljevac-Šamac,74.0
2013,Number,Both sexes,0-4,Donji Vakuf,680.0
2013,Number,M,0-4,Donji Vakuf,338.0
2013,Number,F,0-4,Donji Vakuf,342.0
2013,Number,Both sexes,0-4,Donji Žabar,145.0
2013,Number,M,0-4,Donji Žabar,70.0
2013,Number,F,0-4,Donji Žabar,75.0
2013,Number,Both sexes,0-4,Drvar,210.0
2013,Number,M,0-4,Drvar,106.0
2013,Number,F,0-4,Drvar,104.0
2013,Number,Both sexes,0-4,Foča - FBIH,85.0
2013,Number,M,0-4,Foča - FBIH,50.0
2013,Number,F,0-4,Foča - FBIH,35.0
2013,Number,Both sexes,0-4,Foča - RS,644.0
2013,Number,M,0-4,Foča - RS,367.0
2013,Number,F,0-4,Foča - RS,277.0
2013,Number,Both sexes,0-4,Fojnica,557.0
2013,Number,M,0-4,Fojnica,294.0
2013,Number,F,0-4,Fojnica,263.0
2013,Number,Both sexes,0-4,Gacko,419.0
2013,Number,M,0-4,Gacko,206.0
2013,Number,F,0-4,Gacko,213.0
2013,Number,Both sexes,0-4,Glamoč,145.0
2013,Number,M,0-4,Glamoč,77.0
2013,Number,F,0-4,Glamoč,68.0
2013,Number,Both sexes,0-4,Goražde,978.0
2013,Number,M,0-4,Goražde,513.0
2013,Number,F,0-4,Goražde,465.0
2013,Number,Both sexes,0-4,Gornji Vakuf-Uskoplje,1072.0
2013,Number,M,0-4,Gornji Vakuf-Uskoplje,559.0
2013,Number,F,0-4,Gornji Vakuf-Uskoplje,513.0
2013,Number,Both sexes,0-4,Gračanica,2600.0
2013,Number,M,0-4,Gračanica,1276.0
2013,Number,F,0-4,Gračanica,1324.0
2013,Number,Both sexes,0-4,Gradačac,2100.0
2013,Number,M,0-4,Gradačac,1060.0
2013,Number,F,0-4,Gradačac,1040.0
2013,Number,Both sexes,0-4,Gradiška,2092.0
2013,Number,M,0-4,Gradiška,1044.0
2013,Number,F,0-4,Gradiška,1048.0
2013,Number,Both sexes,0-4,Grude,805.0
2013,Number,M,0-4,Grude,409.0
2013,Number,F,0-4,Grude,396.0
2013,Number,Both sexes,0-4,Sarajevo - Hadžići,1380.0
2013,Number,M,0-4,Sarajevo - Hadžići,682.0
2013,Number,F,0-4,Sarajevo - Hadžići,698.0
2013,Number,Both sexes,0-4,Han Pijesak,134.0
2013,Number,M,0-4,Han Pijesak,72.0
2013,Number,F,0-4,Han Pijesak,62.0
2013,Number,Both sexes,0-4,Sarajevo - Ilidža,3915.0
2013,Number,M,0-4,Sarajevo - Ilidža,2013.0
2013,Number,F,0-4,Sarajevo - Ilidža,1902.0
2013,Number,Both sexes,0-4,Sarajevo - Ilijaš,1085.0
2013,Number,M,0-4,Sarajevo - Ilijaš,556.0
2013,Number,F,0-4,Sarajevo - Ilijaš,529.0
2013,Number,Both sexes,0-4,Istočna Ilidža,649.0
2013,Number,M,0-4,Istočna Ilidža,342.0
2013,Number,F,0-4,Istočna Ilidža,307.0
2013,Number,Both sexes,0-4,Istočni Mostar,7.0
