Year,UNIT_MEASURE,Spol,Starosna dob,Value
2013,% od ukupno,M,15-64,35.23
2013,% od ukupno,M,65+,5.92
2013,% od ukupno,M,75+,2.27
2013,% od ukupno,M,85+,0.26
2013,% od ukupno,M,100+,0.0
1971,% od ukupno,Ž,0-4,5.3
1971,% od ukupno,Ž,5-9,5.79
1971,% od ukupno,Ž,10-14,5.8
1971,% od ukupno,Ž,15-19,5.4
1971,% od ukupno,Ž,20-24,4.2
1971,% od ukupno,Ž,25-29,3.1
1971,% od ukupno,Ž,30-34,3.97
1971,% od ukupno,Ž,35-39,3.78
1971,% od ukupno,Ž,40-44,3.32
1971,% od ukupno,Ž,45-49,2.57
1971,% od ukupno,Ž,50-54,1.62
1971,% od ukupno,Ž,55-59,1.76
1971,% od ukupno,Ž,60-64,1.59
1971,% od ukupno,Ž,65-69,1.13
1971,% od ukupno,Ž,70-74,0.81
1971,% od ukupno,Ž,75-79,0.36
1971,% od ukupno,Ž,80-84,0.21
1971,% od ukupno,Ž,85-89,0.09
1971,% od ukupno,Ž,90-94,0.04
1971,% od ukupno,Ž,95-99,0.01
1971,% od ukupno,Ž,100-104,0.0
1971,% od ukupno,Ž,105-109,0.0
1971,% od ukupno,Ž,110-114,0.0
1971,% od ukupno,Ž,115-120,0.0
1971,% od ukupno,Ž,Unknown,0.19
1971,% od ukupno,Ž,Total,51.03
1971,% od ukupno,Ž,0-14,16.88
1971,% od ukupno,Ž,15-29,12.69
1971,% od ukupno,Ž,15-49,26.33
1971,% od ukupno,Ž,15-64,31.3
1971,% od ukupno,Ž,65+,2.85
1971,% od ukupno,Ž,75+,0.91
1971,% od ukupno,Ž,85+,0.14
1971,% od ukupno,Ž,100+,0.0
1981,% od ukupno,Ž,0-4,4.33
1981,% od ukupno,Ž,5-9,4.49
1981,% od ukupno,Ž,10-14,4.8
1981,% od ukupno,Ž,15-19,5.27
1981,% od ukupno,Ž,20-24,4.74
1981,% od ukupno,Ž,25-29,4.05
1981,% od ukupno,Ž,30-34,3.39
1981,% od ukupno,Ž,35-39,2.65
1981,% od ukupno,Ž,40-44,3.49
1981,% od ukupno,Ž,45-49,3.34
1981,% od ukupno,Ž,50-54,2.97
1981,% od ukupno,Ž,55-59,2.29
1981,% od ukupno,Ž,60-64,1.39
1981,% od ukupno,Ž,65-69,1.38
1981,% od ukupno,Ž,70-74,1.09
1981,% od ukupno,Ž,75-79,0.64
1981,% od ukupno,Ž,80-84,0.36
1981,% od ukupno,Ž,85-89,0.11
1981,% od ukupno,Ž,90-94,0.05
1981,% od ukupno,Ž,95-99,0.02
1981,% od ukupno,Ž,100-104,0.0
1981,% od ukupno,Ž,105-109,0.0
1981,% od ukupno,Ž,110-114,0.0
1981,% od ukupno,Ž,115-120,0.0
1981,% od ukupno,Ž,Unknown,0.07
1981,% od ukupno,Ž,Total,50.89
1981,% od ukupno,Ž,0-14,13.62
1981,% od ukupno,Ž,15-29,14.06
1981,% od ukupno,Ž,15-49,26.92
1981,% od ukupno,Ž,15-64,33.56
1981,% od ukupno,Ž,65+,3.71
1981,% od ukupno,Ž,75+,1.24
1981,% od ukupno,Ž,85+,0.18
1981,% od ukupno,Ž,100+,0.0
1991,% od ukupno,Ž,0-4,3.79
1991,% od ukupno,Ž,5-9,3.97
1991,% od ukupno,Ž,10-14,3.95
1991,% od ukupno,Ž,15-19,4.0
1991,% od ukupno,Ž,20-24,3.91
1991,% od ukupno,Ž,25-29,4.12
1991,% od ukupno,Ž,30-34,4.06
1991,% od ukupno,Ž,35-39,3.69
1991,% od ukupno,Ž,40-44,3.11
1991,% od ukupno,Ž,45-49,2.37
1991,% od ukupno,Ž,50-54,3.11
1991,% od ukupno,Ž,55-59,2.95
1991,% od ukupno,Ž,60-64,2.54
1991,% od ukupno,Ž,65-69,1.84
1991,% od ukupno,Ž,70-74,0.96
1991,% od ukupno,Ž,75-79,0.76
1991,% od ukupno,Ž,80-84,0.44
1991,% od ukupno,Ž,85-89,0.17
1991,% od ukupno,Ž,90-94,0.05
1991,% od ukupno,Ž,95-99,0.01
1991,% od ukupno,Ž,100-104,0.0
1991,% od ukupno,Ž,105-109,0.0
1991,% od ukupno,Ž,110-114,0.0
1991,% od ukupno,Ž,115-120,0.0
1991,% od ukupno,Ž,Unknown,0.89
1991,% od ukupno,Ž,Total,50.71
1991,% od ukupno,Ž,0-14,11.71
1991,% od ukupno,Ž,15-29,12.04
1991,% od ukupno,Ž,15-49,25.27
1991,% od ukupno,Ž,15-64,33.87
1991,% od ukupno,Ž,65+,5.13
1991,% od ukupno,Ž,75+,2.32
1991,% od ukupno,Ž,85+,0.23
1991,% od ukupno,Ž,100+,0.0
2013,% od ukupno,Ž,0-4,2.4
2013,% od ukupno,Ž,5-9,2.44
2013,% od ukupno,Ž,10-14,2.66
2013,% od ukupno,Ž,15-19,3.34
2013,% od ukupno,Ž,20-24,3.15
2013,% od ukupno,Ž,25-29,3.49
2013,% od ukupno,Ž,30-34,3.51
2013,% od ukupno,Ž,35-39,3.49
2013,% od ukupno,Ž,40-44,3.39
2013,% od ukupno,Ž,45-49,3.71
2013,% od ukupno,Ž,50-54,3.98
2013,% od ukupno,Ž,55-59,3.77
2013,% od ukupno,Ž,60-64,3.35
2013,% od ukupno,Ž,65-69,2.39
2013,% od ukupno,Ž,70-74,2.28
2013,% od ukupno,Ž,75-79,1.98
2013,% od ukupno,Ž,80-84,1.1
2013,% od ukupno,Ž,85-89,0.42
2013,% od ukupno,Ž,90-94,0.1
2013,% od ukupno,Ž,95-99,0.01
2013,% od ukupno,Ž,100-104,0.0
2013,% od ukupno,Ž,105-109,0.0
2013,% od ukupno,Ž,110-114,0.0
2013,% od ukupno,Ž,115-120,0.0
2013,% od ukupno,Ž,Unknown,0.0
2013,% od ukupno,Ž,Total,50.94
2013,% od ukupno,Ž,0-14,7.5
2013,% od ukupno,Ž,15-29,9.97
2013,% od ukupno,Ž,15-49,24.06
2013,% od ukupno,Ž,15-64,35.15
2013,% od ukupno,Ž,65+,8.29
2013,% od ukupno,Ž,75+,3.62
2013,% od ukupno,Ž,85+,0.54
2013,% od ukupno,Ž,100+,0.0
