Year,CAUSE_OF_DEATH,UNIT_MEASURE,Spol,Value
2001,diseases_of_the_respiratory,Broj,Žene,311
2001,diseases_of_the_digestive,Broj,Žene,287
2001,diseases_of_the_skin,Broj,Žene,12
2001,diseases_of_the_musculoskeletal,Broj,Žene,8
2001,diseases_of_the_genitourinary,Broj,Žene,197
2001,pregnancy_childbirth_and_the,Broj,Žene,1
2001,certain_conditions_originating,Broj,Žene,79
2001,congenital_malformations_deformations,Broj,Žene,25
2001,symptoms_signs_and_abnormal,Broj,Žene,1394
2001,injuries_poisoning_and_consequences,Broj,Žene,249
2001,external_causes_of_mortality,Broj,Žene,55
2001,factors_influencing_health_status,Broj,Žene,1
2001,unknown,Broj,Žene,427
2001,Ukupno,Broj,Žene,14123
2002,infectious_and_parasitic,Broj,Oba spola,263
2002,neoplasms,Broj,Oba spola,5288
2002,diseases_of_the_blood,Broj,Oba spola,19
2002,endocrine_metabolic_and_nutritional,Broj,Oba spola,862
2002,mental_and_behavioural_disorders,Broj,Oba spola,66
2002,diseases_of_the_nervous,Broj,Oba spola,157
2002,diseases_of_the_eye,Broj,Oba spola,1
2002,diseases_of_the_circulatory,Broj,Oba spola,16007
2002,diseases_of_the_respiratory,Broj,Oba spola,817
2002,diseases_of_the_digestive,Broj,Oba spola,820
2002,diseases_of_the_skin,Broj,Oba spola,17
2002,diseases_of_the_musculoskeletal,Broj,Oba spola,10
2002,diseases_of_the_genitourinary,Broj,Oba spola,219
2002,pregnancy_childbirth_and_the,Broj,Oba spola,3
2002,certain_conditions_originating,Broj,Oba spola,226
2002,congenital_malformations_deformations,Broj,Oba spola,56
2002,symptoms_signs_and_abnormal,Broj,Oba spola,2983
2002,injuries_poisoning_and_consequences,Broj,Oba spola,984
2002,external_causes_of_mortality,Broj,Oba spola,242
2002,factors_influencing_health_status,Broj,Oba spola,1
2002,unknown,Broj,Oba spola,1790
2002,Ukupno,Broj,Oba spola,30831
2002,infectious_and_parasitic,Broj,Muškarci,160
2002,neoplasms,Broj,Muškarci,3201
2002,diseases_of_the_blood,Broj,Muškarci,11
2002,endocrine_metabolic_and_nutritional,Broj,Muškarci,300
2002,mental_and_behavioural_disorders,Broj,Muškarci,39
2002,diseases_of_the_nervous,Broj,Muškarci,87
2002,diseases_of_the_eye,Broj,Muškarci,1
2002,diseases_of_the_circulatory,Broj,Muškarci,7544
2002,diseases_of_the_respiratory,Broj,Muškarci,478
2002,diseases_of_the_digestive,Broj,Muškarci,495
2002,diseases_of_the_skin,Broj,Muškarci,3
2002,diseases_of_the_musculoskeletal,Broj,Muškarci,2
2002,diseases_of_the_genitourinary,Broj,Muškarci,120
2002,pregnancy_childbirth_and_the,Broj,Muškarci,0
2002,certain_conditions_originating,Broj,Muškarci,128
2002,congenital_malformations_deformations,Broj,Muškarci,32
2002,symptoms_signs_and_abnormal,Broj,Muškarci,1535
2002,injuries_poisoning_and_consequences,Broj,Muškarci,751
2002,external_causes_of_mortality,Broj,Muškarci,180
2002,factors_influencing_health_status,Broj,Muškarci,1
2002,unknown,Broj,Muškarci,965
2002,Ukupno,Broj,Muškarci,16033
2002,infectious_and_parasitic,Broj,Žene,103
2002,neoplasms,Broj,Žene,2087
2002,diseases_of_the_blood,Broj,Žene,8
2002,endocrine_metabolic_and_nutritional,Broj,Žene,562
2002,mental_and_behavioural_disorders,Broj,Žene,27
2002,diseases_of_the_nervous,Broj,Žene,70
2002,diseases_of_the_circulatory,Broj,Žene,8463
2002,diseases_of_the_respiratory,Broj,Žene,339
2002,diseases_of_the_digestive,Broj,Žene,325
2002,diseases_of_the_skin,Broj,Žene,14
2002,diseases_of_the_musculoskeletal,Broj,Žene,8
2002,diseases_of_the_genitourinary,Broj,Žene,99
2002,pregnancy_childbirth_and_the,Broj,Žene,3
2002,certain_conditions_originating,Broj,Žene,98
2002,congenital_malformations_deformations,Broj,Žene,24
2002,symptoms_signs_and_abnormal,Broj,Žene,1448
2002,injuries_poisoning_and_consequences,Broj,Žene,233
2002,external_causes_of_mortality,Broj,Žene,62
2002,unknown,Broj,Žene,825
2002,Ukupno,Broj,Žene,14798
2003,neoplasms,Broj,Oba spola,5771
2003,diseases_of_the_circulatory,Broj,Oba spola,1699
2003,diseases_of_the_respiratory,Broj,Oba spola,876
2003,diseases_of_the_digestive,Broj,Oba spola,810
2003,symptoms_signs_and_abnormal,Broj,Oba spola,3166
2003,injuries_poisoning_and_consequences,Broj,Oba spola,950
2003,unknown,Broj,Oba spola,770
2003,Ukupno,Broj,Oba spola,29333
2003,neoplasms,Broj,Muškarci,3499
2003,diseases_of_the_circulatory,Broj,Muškarci,8001
2003,diseases_of_the_respiratory,Broj,Muškarci,542
2003,diseases_of_the_digestive,Broj,Muškarci,499
2003,symptoms_signs_and_abnormal,Broj,Muškarci,1612
2003,injuries_poisoning_and_consequences,Broj,Muškarci,706
2003,unknown,Broj,Muškarci,424
2003,Ukupno,Broj,Muškarci,15283
2003,neoplasms,Broj,Žene,2272
2003,diseases_of_the_circulatory,Broj,Žene,8989
2003,diseases_of_the_respiratory,Broj,Žene,334
2003,diseases_of_the_digestive,Broj,Žene,311
2003,symptoms_signs_and_abnormal,Broj,Žene,1554
2003,injuries_poisoning_and_consequences,Broj,Žene,244
2003,unknown,Broj,Žene,346
2003,Ukupno,Broj,Žene,14050
2004,infectious_and_parasitic,Broj,Oba spola,255
2004,neoplasms,Broj,Oba spola,5709
2004,diseases_of_the_blood,Broj,Oba spola,31
2004,endocrine_metabolic_and_nutritional,Broj,Oba spola,993
2004,mental_and_behavioural_disorders,Broj,Oba spola,104
2004,diseases_of_the_nervous,Broj,Oba spola,251
2004,diseases_of_the_circulatory,Broj,Oba spola,177
2004,diseases_of_the_respiratory,Broj,Oba spola,907
2004,diseases_of_the_digestive,Broj,Oba spola,839
2004,diseases_of_the_skin,Broj,Oba spola,11
2004,diseases_of_the_musculoskeletal,Broj,Oba spola,16
2004,diseases_of_the_genitourinary,Broj,Oba spola,467
2004,pregnancy_childbirth_and_the,Broj,Oba spola,1
2004,certain_conditions_originating,Broj,Oba spola,163
2004,congenital_malformations_deformations,Broj,Oba spola,42
2004,symptoms_signs_and_abnormal,Broj,Oba spola,2723
2004,injuries_poisoning_and_consequences,Broj,Oba spola,920
2004,external_causes_of_mortality,Broj,Oba spola,273
2004,factors_influencing_health_status,Broj,Oba spola,1
2004,unknown,Broj,Oba spola,1210
2004,Ukupno,Broj,Oba spola,32616
2004,infectious_and_parasitic,Broj,Muškarci,152
2004,neoplasms,Broj,Muškarci,3398
2004,diseases_of_the_blood,Broj,Muškarci,10
2004,endocrine_metabolic_and_nutritional,Broj,Muškarci,377
2004,mental_and_behavioural_disorders,Broj,Muškarci,80
2004,diseases_of_the_nervous,Broj,Muškarci,126
2004,diseases_of_the_circulatory,Broj,Muškarci,8262
2004,diseases_of_the_respiratory,Broj,Muškarci,551
2004,diseases_of_the_digestive,Broj,Muškarci,498
2004,diseases_of_the_skin,Broj,Muškarci,2
2004,diseases_of_the_musculoskeletal,Broj,Muškarci,9
2004,diseases_of_the_genitourinary,Broj,Muškarci,248
2004,certain_conditions_originating,Broj,Muškarci,101
2004,congenital_malformations_deformations,Broj,Muškarci,26
2004,symptoms_signs_and_abnormal,Broj,Muškarci,1399
2004,injuries_poisoning_and_consequences,Broj,Muškarci,691
2004,external_causes_of_mortality,Broj,Muškarci,198
2004,factors_influencing_health_status,Broj,Muškarci,1
2004,unknown,Broj,Muškarci,651
2004,Ukupno,Broj,Muškarci,16780
2004,infectious_and_parasitic,Broj,Žene,103
2004,neoplasms,Broj,Žene,2311
2004,diseases_of_the_blood,Broj,Žene,21
2004,endocrine_metabolic_and_nutritional,Broj,Žene,616
2004,mental_and_behavioural_disorders,Broj,Žene,24
2004,diseases_of_the_nervous,Broj,Žene,125
2004,diseases_of_the_circulatory,Broj,Žene,9438
2004,diseases_of_the_respiratory,Broj,Žene,356
2004,diseases_of_the_digestive,Broj,Žene,341
2004,diseases_of_the_skin,Broj,Žene,9
2004,diseases_of_the_musculoskeletal,Broj,Žene,7
2004,diseases_of_the_genitourinary,Broj,Žene,219
2004,pregnancy_childbirth_and_the,Broj,Žene,1
2004,certain_conditions_originating,Broj,Žene,62
2004,congenital_malformations_deformations,Broj,Žene,16
2004,symptoms_signs_and_abnormal,Broj,Žene,1324
2004,injuries_poisoning_and_consequences,Broj,Žene,229
2004,external_causes_of_mortality,Broj,Žene,75
2004,unknown,Broj,Žene,559
2004,Ukupno,Broj,Žene,15836
2005,neoplasms,Broj,Oba spola,6255
2005,diseases_of_the_circulatory,Broj,Oba spola,17915
2005,diseases_of_the_respiratory,Broj,Oba spola,1242
2005,diseases_of_the_digestive,Broj,Oba spola,818
2005,symptoms_signs_and_abnormal,Broj,Oba spola,2394
2005,injuries_poisoning_and_consequences,Broj,Oba spola,952
2005,Ukupno,Broj,Oba spola,29576
2005,neoplasms,Broj,Muškarci,3766
2005,diseases_of_the_circulatory,Broj,Muškarci,8559
2005,diseases_of_the_respiratory,Broj,Muškarci,726
2005,diseases_of_the_digestive,Broj,Muškarci,491
2005,symptoms_signs_and_abnormal,Broj,Muškarci,1312
2005,injuries_poisoning_and_consequences,Broj,Muškarci,718
2005,Ukupno,Broj,Muškarci,15572
2005,neoplasms,Broj,Žene,2489
2005,diseases_of_the_circulatory,Broj,Žene,9356
2005,diseases_of_the_respiratory,Broj,Žene,516
2005,diseases_of_the_digestive,Broj,Žene,327
2005,symptoms_signs_and_abnormal,Broj,Žene,1082
2005,injuries_poisoning_and_consequences,Broj,Žene,234
2005,Ukupno,Broj,Žene,14004
2006,infectious_and_parasitic,Broj,Oba spola,237
2006,neoplasms,Broj,Oba spola,6252
2006,diseases_of_the_blood,Broj,Oba spola,20
2006,endocrine_metabolic_and_nutritional,Broj,Oba spola,1537
2006,mental_and_behavioural_disorders,Broj,Oba spola,118
2006,diseases_of_the_nervous,Broj,Oba spola,298
2006,diseases_of_the_eye,Broj,Oba spola,1
2006,diseases_of_the_circulatory,Broj,Oba spola,16967
2006,diseases_of_the_respiratory,Broj,Oba spola,1132
2006,diseases_of_the_digestive,Broj,Oba spola,826
2006,diseases_of_the_skin,Broj,Oba spola,11
2006,diseases_of_the_musculoskeletal,Broj,Oba spola,16
2006,diseases_of_the_genitourinary,Broj,Oba spola,547
2006,pregnancy_childbirth_and_the,Broj,Oba spola,3
2006,certain_conditions_originating,Broj,Oba spola,185
2006,congenital_malformations_deformations,Broj,Oba spola,56
2006,symptoms_signs_and_abnormal,Broj,Oba spola,2744
2006,injuries_poisoning_and_consequences,Broj,Oba spola,1017
2006,external_causes_of_mortality,Broj,Oba spola,212
2006,factors_influencing_health_status,Broj,Oba spola,1
2006,unknown,Broj,Oba spola,1041
2006,Ukupno,Broj,Oba spola,33221
2006,infectious_and_parasitic,Broj,Muškarci,147
2006,neoplasms,Broj,Muškarci,3697
2006,diseases_of_the_blood,Broj,Muškarci,9
2006,endocrine_metabolic_and_nutritional,Broj,Muškarci,598
2006,mental_and_behavioural_disorders,Broj,Muškarci,88
2006,diseases_of_the_nervous,Broj,Muškarci,174
2006,diseases_of_the_circulatory,Broj,Muškarci,7941
2006,diseases_of_the_respiratory,Broj,Muškarci,677
2006,diseases_of_the_digestive,Broj,Muškarci,493
2006,diseases_of_the_skin,Broj,Muškarci,6
2006,diseases_of_the_musculoskeletal,Broj,Muškarci,3
2006,diseases_of_the_genitourinary,Broj,Muškarci,293
2006,certain_conditions_originating,Broj,Muškarci,118
2006,congenital_malformations_deformations,Broj,Muškarci,32
2006,symptoms_signs_and_abnormal,Broj,Muškarci,1527
2006,injuries_poisoning_and_consequences,Broj,Muškarci,775
2006,external_causes_of_mortality,Broj,Muškarci,152
2006,unknown,Broj,Muškarci,578
2006,Ukupno,Broj,Muškarci,17308
2006,infectious_and_parasitic,Broj,Žene,90
2006,neoplasms,Broj,Žene,2555
2006,diseases_of_the_blood,Broj,Žene,11
2006,endocrine_metabolic_and_nutritional,Broj,Žene,939
2006,mental_and_behavioural_disorders,Broj,Žene,30
2006,diseases_of_the_nervous,Broj,Žene,124
2006,diseases_of_the_eye,Broj,Žene,1
2006,diseases_of_the_circulatory,Broj,Žene,9026
2006,diseases_of_the_respiratory,Broj,Žene,455
2006,diseases_of_the_digestive,Broj,Žene,333
2006,diseases_of_the_skin,Broj,Žene,5
2006,diseases_of_the_musculoskeletal,Broj,Žene,13
2006,diseases_of_the_genitourinary,Broj,Žene,254
2006,pregnancy_childbirth_and_the,Broj,Žene,3
2006,certain_conditions_originating,Broj,Žene,67
2006,congenital_malformations_deformations,Broj,Žene,24
2006,symptoms_signs_and_abnormal,Broj,Žene,1217
2006,injuries_poisoning_and_consequences,Broj,Žene,242
2006,external_causes_of_mortality,Broj,Žene,60
2006,factors_influencing_health_status,Broj,Žene,1
2006,unknown,Broj,Žene,463
2006,Ukupno,Broj,Žene,15913
2007,infectious_and_parasitic,Broj,Oba spola,250
2007,neoplasms,Broj,Oba spola,6713
2007,diseases_of_the_blood,Broj,Oba spola,54
2007,endocrine_metabolic_and_nutritional,Broj,Oba spola,1582
2007,mental_and_behavioural_disorders,Broj,Oba spola,162
2007,diseases_of_the_nervous,Broj,Oba spola,317
2007,diseases_of_the_eye,Broj,Oba spola,1
2007,diseases_of_the_circulatory,Broj,Oba spola,18516
2007,diseases_of_the_respiratory,Broj,Oba spola,1145
2007,diseases_of_the_digestive,Broj,Oba spola,924
2007,diseases_of_the_skin,Broj,Oba spola,10
2007,diseases_of_the_musculoskeletal,Broj,Oba spola,32
2007,diseases_of_the_genitourinary,Broj,Oba spola,558
2007,pregnancy_childbirth_and_the,Broj,Oba spola,1
2007,certain_conditions_originating,Broj,Oba spola,133
2007,congenital_malformations_deformations,Broj,Oba spola,54
2007,symptoms_signs_and_abnormal,Broj,Oba spola,2219
2007,injuries_poisoning_and_consequences,Broj,Oba spola,1030
2007,external_causes_of_mortality,Broj,Oba spola,267
2007,unknown,Broj,Oba spola,1076
2007,Ukupno,Broj,Oba spola,35044
2007,infectious_and_parasitic,Broj,Muškarci,164
2007,neoplasms,Broj,Muškarci,3983
2007,diseases_of_the_blood,Broj,Muškarci,22
2007,endocrine_metabolic_and_nutritional,Broj,Muškarci,609
2007,mental_and_behavioural_disorders,Broj,Muškarci,113
2007,diseases_of_the_nervous,Broj,Muškarci,161
2007,diseases_of_the_eye,Broj,Muškarci,1
2007,diseases_of_the_circulatory,Broj,Muškarci,8697
2007,diseases_of_the_respiratory,Broj,Muškarci,664
2007,diseases_of_the_digestive,Broj,Muškarci,570
2007,diseases_of_the_skin,Broj,Muškarci,4
2007,diseases_of_the_musculoskeletal,Broj,Muškarci,9
2007,diseases_of_the_genitourinary,Broj,Muškarci,320
2007,pregnancy_childbirth_and_the,Broj,Muškarci,0
2007,certain_conditions_originating,Broj,Muškarci,79
2007,congenital_malformations_deformations,Broj,Muškarci,28
2007,symptoms_signs_and_abnormal,Broj,Muškarci,1143
2007,injuries_poisoning_and_consequences,Broj,Muškarci,766
2007,external_causes_of_mortality,Broj,Muškarci,199
2007,unknown,Broj,Muškarci,622
2007,Ukupno,Broj,Muškarci,18154
2007,infectious_and_parasitic,Broj,Žene,86
2007,neoplasms,Broj,Žene,273
2007,diseases_of_the_blood,Broj,Žene,32
2007,endocrine_metabolic_and_nutritional,Broj,Žene,973
2007,mental_and_behavioural_disorders,Broj,Žene,49
2007,diseases_of_the_nervous,Broj,Žene,156
2007,diseases_of_the_circulatory,Broj,Žene,9819
2007,diseases_of_the_respiratory,Broj,Žene,481
2007,diseases_of_the_digestive,Broj,Žene,354
2007,diseases_of_the_skin,Broj,Žene,6
2007,diseases_of_the_musculoskeletal,Broj,Žene,23
2007,diseases_of_the_genitourinary,Broj,Žene,238
2007,pregnancy_childbirth_and_the,Broj,Žene,1
2007,certain_conditions_originating,Broj,Žene,54
2007,congenital_malformations_deformations,Broj,Žene,26
2007,symptoms_signs_and_abnormal,Broj,Žene,1076
2007,injuries_poisoning_and_consequences,Broj,Žene,264
2007,external_causes_of_mortality,Broj,Žene,68
2007,unknown,Broj,Žene,454
2007,Ukupno,Broj,Žene,16890
2008,infectious_and_parasitic,Broj,Oba spola,275
2008,neoplasms,Broj,Oba spola,6734
2008,diseases_of_the_blood,Broj,Oba spola,37
2008,endocrine_metabolic_and_nutritional,Broj,Oba spola,1563
2008,mental_and_behavioural_disorders,Broj,Oba spola,169
2008,diseases_of_the_nervous,Broj,Oba spola,287
2008,diseases_of_the_eye,Broj,Oba spola,1
2008,diseases_of_the_circulatory,Broj,Oba spola,17988
2008,diseases_of_the_respiratory,Broj,Oba spola,1035
2008,diseases_of_the_digestive,Broj,Oba spola,846
2008,diseases_of_the_skin,Broj,Oba spola,10
2008,diseases_of_the_musculoskeletal,Broj,Oba spola,40
2008,diseases_of_the_genitourinary,Broj,Oba spola,571
2008,pregnancy_childbirth_and_the,Broj,Oba spola,4
2008,certain_conditions_originating,Broj,Oba spola,136
2008,congenital_malformations_deformations,Broj,Oba spola,61
2008,symptoms_signs_and_abnormal,Broj,Oba spola,2028
2008,injuries_poisoning_and_consequences,Broj,Oba spola,1200
2008,external_causes_of_mortality,Broj,Oba spola,2
2008,unknown,Broj,Oba spola,1039
2008,Ukupno,Broj,Oba spola,34026
2008,infectious_and_parasitic,Broj,Muškarci,170
2008,neoplasms,Broj,Muškarci,4053
2008,diseases_of_the_blood,Broj,Muškarci,16
2008,endocrine_metabolic_and_nutritional,Broj,Muškarci,618
2008,mental_and_behavioural_disorders,Broj,Muškarci,127
2008,diseases_of_the_nervous,Broj,Muškarci,167
2008,diseases_of_the_circulatory,Broj,Muškarci,8385
2008,diseases_of_the_respiratory,Broj,Muškarci,627
2008,diseases_of_the_digestive,Broj,Muškarci,512
2008,diseases_of_the_skin,Broj,Muškarci,3
2008,diseases_of_the_musculoskeletal,Broj,Muškarci,14
2008,diseases_of_the_genitourinary,Broj,Muškarci,306
2008,certain_conditions_originating,Broj,Muškarci,75
2008,congenital_malformations_deformations,Broj,Muškarci,32
2008,symptoms_signs_and_abnormal,Broj,Muškarci,1052
2008,injuries_poisoning_and_consequences,Broj,Muškarci,942
2008,external_causes_of_mortality,Broj,Muškarci,2
2008,unknown,Broj,Muškarci,586
2008,Ukupno,Broj,Muškarci,17687
2008,infectious_and_parasitic,Broj,Žene,105
2008,neoplasms,Broj,Žene,2681
2008,diseases_of_the_blood,Broj,Žene,21
2008,endocrine_metabolic_and_nutritional,Broj,Žene,945
2008,mental_and_behavioural_disorders,Broj,Žene,42
2008,diseases_of_the_nervous,Broj,Žene,120
2008,diseases_of_the_eye,Broj,Žene,1
2008,diseases_of_the_circulatory,Broj,Žene,9603
2008,diseases_of_the_respiratory,Broj,Žene,408
2008,diseases_of_the_digestive,Broj,Žene,334
2008,diseases_of_the_skin,Broj,Žene,7
2008,diseases_of_the_musculoskeletal,Broj,Žene,26
2008,diseases_of_the_genitourinary,Broj,Žene,265
2008,pregnancy_childbirth_and_the,Broj,Žene,4
2008,certain_conditions_originating,Broj,Žene,61
2008,congenital_malformations_deformations,Broj,Žene,29
2008,symptoms_signs_and_abnormal,Broj,Žene,976
2008,injuries_poisoning_and_consequences,Broj,Žene,258
2008,unknown,Broj,Žene,453
2008,Ukupno,Broj,Žene,16339
2009,infectious_and_parasitic,Broj,Oba spola,287
2009,neoplasms,Broj,Oba spola,697
2009,diseases_of_the_blood,Broj,Oba spola,41
2009,endocrine_metabolic_and_nutritional,Broj,Oba spola,1999
2009,mental_and_behavioural_disorders,Broj,Oba spola,191
2009,diseases_of_the_nervous,Broj,Oba spola,319
2009,diseases_of_the_circulatory,Broj,Oba spola,18295
2009,diseases_of_the_respiratory,Broj,Oba spola,1133
2009,diseases_of_the_digestive,Broj,Oba spola,936
2009,diseases_of_the_skin,Broj,Oba spola,9
2009,diseases_of_the_musculoskeletal,Broj,Oba spola,35
2009,diseases_of_the_genitourinary,Broj,Oba spola,588
2009,pregnancy_childbirth_and_the,Broj,Oba spola,1
2009,certain_conditions_originating,Broj,Oba spola,144
2009,congenital_malformations_deformations,Broj,Oba spola,61
2009,symptoms_signs_and_abnormal,Broj,Oba spola,1985
2009,injuries_poisoning_and_consequences,Broj,Oba spola,1256
2009,external_causes_of_mortality,Broj,Oba spola,2
2009,factors_influencing_health_status,Broj,Oba spola,2
2009,unknown,Broj,Oba spola,650
2009,Ukupno,Broj,Oba spola,34904
2009,infectious_and_parasitic,Broj,Muškarci,180
2009,neoplasms,Broj,Muškarci,4118
2009,diseases_of_the_blood,Broj,Muškarci,17
2009,endocrine_metabolic_and_nutritional,Broj,Muškarci,766
2009,mental_and_behavioural_disorders,Broj,Muškarci,127
2009,diseases_of_the_nervous,Broj,Muškarci,167
2009,diseases_of_the_circulatory,Broj,Muškarci,8586
2009,diseases_of_the_respiratory,Broj,Muškarci,644
2009,diseases_of_the_digestive,Broj,Muškarci,559
2009,diseases_of_the_skin,Broj,Muškarci,4
2009,diseases_of_the_musculoskeletal,Broj,Muškarci,8
2009,diseases_of_the_genitourinary,Broj,Muškarci,299
2009,certain_conditions_originating,Broj,Muškarci,76
2009,congenital_malformations_deformations,Broj,Muškarci,31
2009,symptoms_signs_and_abnormal,Broj,Muškarci,1012
2009,injuries_poisoning_and_consequences,Broj,Muškarci,941
2009,external_causes_of_mortality,Broj,Muškarci,2
2009,factors_influencing_health_status,Broj,Muškarci,1
2009,unknown,Broj,Muškarci,346
2009,Ukupno,Broj,Muškarci,17884
2009,infectious_and_parasitic,Broj,Žene,107
2009,neoplasms,Broj,Žene,2852
2009,diseases_of_the_blood,Broj,Žene,24
2009,endocrine_metabolic_and_nutritional,Broj,Žene,1233
2009,mental_and_behavioural_disorders,Broj,Žene,64
2009,diseases_of_the_nervous,Broj,Žene,152
2009,diseases_of_the_circulatory,Broj,Žene,9709
2009,diseases_of_the_respiratory,Broj,Žene,489
2009,diseases_of_the_digestive,Broj,Žene,377
2009,diseases_of_the_skin,Broj,Žene,5
2009,diseases_of_the_musculoskeletal,Broj,Žene,27
2009,diseases_of_the_genitourinary,Broj,Žene,289
2009,pregnancy_childbirth_and_the,Broj,Žene,1
2009,certain_conditions_originating,Broj,Žene,68
2009,congenital_malformations_deformations,Broj,Žene,30
2009,symptoms_signs_and_abnormal,Broj,Žene,973
2009,injuries_poisoning_and_consequences,Broj,Žene,315
2009,factors_influencing_health_status,Broj,Žene,1
2009,unknown,Broj,Žene,304
2009,Ukupno,Broj,Žene,17020
2010,infectious_and_parasitic,Broj,Oba spola,285
2010,neoplasms,Broj,Oba spola,6973
2010,diseases_of_the_blood,Broj,Oba spola,45
2010,endocrine_metabolic_and_nutritional,Broj,Oba spola,1903
2010,mental_and_behavioural_disorders,Broj,Oba spola,171
2010,diseases_of_the_nervous,Broj,Oba spola,350
